productid	date	discountprice
8381	2009-11-21	196.92
8381	2010-02-15	158.52
8381	2010-11-25	216.42
8381	2010-12-19	184.49
8382	2006-01-19	5.87
8383	2000-06-18	35.45
8383	2010-04-04	33.66
8384	2001-06-27	167.99
8384	2011-08-23	229.21
8385	2011-11-17	79.35
8385	2012-04-18	79.35
8386	2001-07-08	76.56
8386	2003-11-12	66.91
8387	2003-01-08	244.09
8387	2009-09-16	274.36
8388	2005-10-12	142.84
8388	2008-06-03	214.82
8388	2012-01-11	153.93
8389	2000-07-06	433.67
8389	2012-02-20	432.18
8390	2003-09-16	128.39
8390	2008-02-17	124.08
8390	2009-05-03	128.51
8390	2010-09-14	122.80
8391	2005-11-12	3.51
8391	2008-03-09	2.43
8391	2012-01-01	2.05
8392	2011-10-05	228.75
8393	2002-04-23	243.04
8393	2002-08-11	240.53
8393	2003-02-10	226.59
8393	2005-12-16	164.42
8393	2010-01-11	202.78
8393	2011-03-27	171.26
8394	2008-10-07	72.38
8394	2010-09-21	53.84
8395	2000-07-14	166.83
8395	2007-06-12	229.99
8395	2008-03-14	251.01
8395	2009-04-12	166.56
8395	2010-04-24	219.80
8395	2010-08-05	200.82
8396	2003-02-03	155.45
8396	2006-09-12	155.45
8396	2008-01-09	155.38
8396	2009-05-19	155.45
8397	2010-11-01	94.46
8397	2011-12-02	55.40
8397	2012-04-30	64.81
8398	2006-04-14	113.46
8398	2007-10-02	119.55
8398	2007-10-19	81.86
8398	2010-07-22	113.62
8398	2011-06-22	99.27
8399	2000-03-29	392.54
8399	2009-08-01	299.49
8399	2009-11-09	373.70
8400	2005-08-03	137.14
8400	2008-05-26	246.73
8400	2008-05-27	196.12
8401	2000-03-02	180.12
8401	2002-08-13	192.52
8401	2011-12-01	75.67
8402	2000-11-08	23.29
8402	2001-03-24	23.60
8402	2007-04-22	20.65
8402	2008-11-13	23.04
8402	2009-05-12	25.81
8402	2009-10-27	23.40
8402	2010-05-31	21.15
8403	2010-03-29	161.00
8404	2008-12-22	99.28
8404	2012-04-05	90.88
8405	2002-11-30	281.36
8405	2003-02-10	280.98
8405	2006-03-04	307.32
8405	2010-09-26	294.48
8406	2000-04-26	148.00
8406	2012-01-27	198.81
8407	2001-05-11	207.87
8407	2005-01-27	215.47
8407	2010-11-27	215.47
8408	2001-09-26	135.16
8408	2001-10-18	176.40
8409	2001-06-04	290.27
8409	2008-08-15	349.12
8409	2010-11-30	331.99
8410	2011-01-24	112.69
8410	2012-05-07	112.69
8411	2000-01-19	35.95
8411	2005-04-12	22.83
8411	2006-01-23	27.62
8411	2011-11-26	32.96
8412	2000-02-08	206.52
8412	2001-06-30	225.78
8412	2003-03-23	246.55
8412	2003-08-25	154.32
8412	2006-02-14	184.08
8413	2001-12-20	150.57
8413	2008-04-08	109.13
8413	2008-11-24	180.45
8413	2012-04-22	189.52
8414	2010-08-06	210.81
8415	2000-07-22	59.23
8415	2006-10-19	80.10
8415	2008-10-15	55.30
8416	2004-03-13	27.65
8416	2004-07-17	34.85
8416	2007-01-07	29.53
8416	2010-10-14	36.13
8417	2005-09-30	11.20
8418	2005-03-06	472.23
8418	2006-12-19	450.82
8418	2007-10-29	428.79
8419	2004-02-27	375.26
8420	2007-01-16	108.11
8421	2008-01-16	150.69
8421	2008-07-10	170.83
8421	2009-03-04	122.54
8422	2005-04-18	271.65
8422	2011-12-09	335.16
8423	2002-05-10	135.51
8423	2005-05-29	140.67
8423	2009-02-10	163.73
8423	2010-08-22	149.81
8424	2003-06-19	280.76
8424	2009-04-26	208.71
8424	2012-03-18	207.47
8425	2010-11-28	258.21
8425	2012-01-29	250.76
8426	2010-11-24	140.71
8427	2000-11-21	67.46
8427	2010-04-27	36.75
8428	2003-02-28	174.79
8428	2005-02-26	158.54
8428	2005-11-05	140.29
8428	2007-07-12	192.65
8428	2010-11-17	129.85
8429	2002-03-11	92.67
8429	2009-12-19	103.77
8429	2010-03-08	152.02
8430	2004-07-09	75.54
8430	2008-07-24	79.50
8430	2010-03-30	80.73
8431	2004-05-08	66.70
8431	2004-09-23	80.57
8431	2006-12-12	62.30
8431	2007-01-10	38.64
8432	2000-04-12	147.68
8432	2008-05-16	88.60
8433	2002-04-17	109.33
8433	2005-02-28	117.64
8433	2007-01-03	121.17
8434	2004-11-11	243.20
8434	2009-06-02	322.61
8435	2007-06-27	203.01
8435	2007-10-09	178.86
8436	2004-08-15	205.32
8436	2004-12-31	207.26
8436	2005-05-30	185.01
8436	2006-07-27	204.76
8437	2001-04-05	228.57
8437	2005-10-23	198.91
8438	2000-08-21	126.32
8438	2006-11-28	167.37
8438	2007-02-12	123.87
8438	2008-04-09	208.74
8439	2004-12-09	195.36
8439	2007-05-18	264.60
8440	2005-09-14	95.68
8440	2009-07-23	86.09
8441	2003-09-27	227.77
8441	2010-05-09	102.51
8442	2008-03-29	34.12
8442	2008-10-13	33.66
8442	2010-06-23	43.12
8443	2010-09-24	50.82
8443	2011-06-05	50.82
8444	2009-05-09	281.28
8445	2000-09-19	55.59
8445	2000-12-04	64.53
8445	2007-06-20	51.35
8446	2008-12-27	87.56
8446	2011-06-18	70.29
8447	2009-10-08	236.18
8447	2010-05-31	290.60
8448	2000-08-09	27.67
8448	2002-09-01	37.05
8449	2000-02-19	10.89
8449	2007-06-13	20.43
8450	2003-04-24	339.90
8450	2004-05-05	296.88
8450	2009-02-17	315.36
8450	2010-09-23	303.44
8450	2011-11-02	305.09
8451	2010-07-17	57.69
8452	2007-12-01	169.62
8452	2008-04-13	180.16
8453	2005-06-22	109.65
8453	2010-04-22	135.02
8453	2010-06-03	109.41
8454	2009-01-26	272.97
8455	2010-09-11	169.35
8455	2011-03-23	191.77
8456	2000-01-05	25.42
8456	2000-12-16	26.81
8456	2010-12-26	23.93
8457	2003-11-03	135.43
8457	2011-07-19	63.50
8457	2012-02-29	106.07
8458	2002-01-05	194.77
8458	2004-01-07	190.69
8458	2004-08-22	189.36
8458	2007-06-02	194.92
8458	2009-11-21	226.72
8459	2001-06-04	207.18
8459	2001-10-30	168.93
8459	2007-01-29	137.61
8459	2010-08-03	95.73
8460	2001-06-21	175.17
8460	2006-03-27	189.92
8461	2008-01-21	214.91
8461	2009-10-18	239.32
8462	2000-10-13	428.81
8462	2007-02-15	428.81
8462	2010-01-22	428.81
8463	2000-05-18	33.20
8463	2000-12-06	28.29
8463	2004-03-18	39.16
8463	2005-04-04	31.41
8463	2010-02-27	36.89
8463	2011-03-22	29.90
8464	2001-09-09	104.49
8465	2008-09-16	383.67
8465	2010-03-12	325.00
8466	2001-09-24	96.11
8466	2007-09-17	72.66
8466	2011-04-25	41.65
8467	2007-01-29	290.61
8467	2008-11-22	290.61
8468	2003-12-02	95.32
8468	2007-12-17	101.75
8469	2000-09-29	253.80
8469	2004-12-23	207.24
8469	2008-11-11	231.73
8470	2003-03-12	117.20
8470	2010-10-17	129.99
8470	2012-05-31	136.93
8472	2001-07-14	186.40
8472	2011-09-26	148.43
8473	2001-04-12	58.11
8473	2011-04-27	64.32
8474	2006-01-08	196.59
8474	2009-04-28	214.97
8475	2009-11-05	150.43
8475	2011-07-08	184.03
8476	2001-09-10	64.65
8476	2007-09-15	63.50
8476	2011-07-23	66.07
8477	2000-06-08	242.25
8477	2001-01-13	276.62
8477	2001-02-10	262.29
8478	2000-05-04	177.26
8478	2000-10-13	130.56
8478	2005-09-22	137.51
8478	2006-11-09	106.35
8479	2010-11-06	374.15
8480	2000-01-21	167.95
8480	2001-08-11	167.95
8480	2007-06-30	167.95
8480	2009-03-15	167.95
8481	2006-04-16	119.09
8481	2008-11-20	113.04
8481	2010-07-10	113.43
8482	2005-05-20	21.40
8482	2011-10-31	26.88
8483	2002-04-04	104.95
8483	2006-12-16	117.14
8483	2007-10-10	53.49
8484	2012-03-26	323.30
8485	2009-09-29	239.01
8485	2011-07-02	237.57
8485	2011-10-17	255.90
8486	2011-09-15	258.17
8487	2006-12-31	59.97
8488	2010-01-06	232.06
8489	2006-10-16	53.50
8489	2007-06-15	57.41
8489	2010-10-20	39.13
8490	2006-02-12	275.93
8490	2007-11-11	255.84
8491	2001-10-02	39.63
8491	2009-04-22	39.96
8492	2010-12-31	261.59
8492	2011-07-04	174.65
8493	2000-11-20	79.98
8493	2004-08-06	52.01
8493	2010-03-23	83.20
8493	2011-07-30	93.62
8494	2004-07-11	6.70
8494	2007-08-13	9.07
8495	2007-09-24	310.34
8495	2011-02-23	310.34
8496	2010-07-08	430.58
8496	2012-01-16	358.92
8497	2006-10-15	62.82
8497	2009-09-02	60.45
8498	2006-12-07	320.83
8498	2008-04-04	300.52
8499	2003-01-17	407.62
8499	2005-02-18	407.62
8499	2011-10-17	407.62
8500	2011-09-29	172.52
8501	2005-03-06	295.64
8501	2005-09-06	273.19
8501	2008-10-14	247.70
8501	2010-08-23	295.64
8502	2000-03-28	157.43
8502	2007-12-02	140.37
8503	2007-01-01	108.92
8504	2004-07-18	325.06
8504	2009-09-03	264.04
8504	2010-04-25	283.71
8504	2011-08-11	280.57
8505	2000-01-16	17.54
8505	2002-03-12	14.56
8505	2006-02-09	18.34
8505	2011-11-21	18.80
8506	2005-11-14	439.91
8506	2011-08-27	439.91
8507	2006-04-29	182.02
8508	2010-01-22	27.24
8508	2010-03-18	23.42
8509	2001-12-24	123.36
8509	2002-12-16	95.56
8509	2004-01-26	110.08
8509	2008-06-11	124.91
8510	2003-01-14	24.79
8510	2005-07-17	29.22
8510	2009-11-24	22.99
8510	2010-12-04	22.23
8511	2002-05-12	147.57
8511	2005-08-24	171.29
8512	2007-02-06	44.59
8512	2007-06-07	34.66
8513	2003-04-05	301.86
8513	2007-04-05	300.76
8513	2008-07-17	341.18
8513	2008-12-31	398.92
8514	2000-10-28	279.23
8514	2010-04-15	303.31
8515	2004-02-21	71.22
8515	2005-05-31	69.92
8515	2012-05-07	71.22
8516	2001-05-06	70.80
8516	2003-01-12	74.53
8516	2010-12-17	95.59
8517	2000-05-15	112.07
8517	2004-04-29	132.76
8517	2008-04-16	115.26
8518	2010-02-02	176.34
8519	2002-04-10	78.53
8519	2007-04-27	52.33
8519	2007-07-08	52.69
8519	2011-12-06	54.73
8519	2012-05-11	63.84
8520	2000-05-18	130.64
8520	2004-05-29	138.54
8520	2005-02-23	105.76
8520	2010-01-13	109.84
8521	2002-01-04	111.54
8521	2010-01-03	111.54
8522	2008-11-16	15.13
8522	2010-10-20	21.11
8523	2009-01-17	52.61
8524	2002-06-05	124.90
8524	2011-08-23	124.90
8525	2002-02-17	90.21
8525	2008-02-16	131.25
8525	2010-12-13	101.11
8526	2000-08-08	345.19
8526	2001-10-21	254.06
8526	2009-04-14	278.84
8526	2010-06-01	262.60
8527	2001-04-07	219.71
8527	2004-01-01	303.43
8528	2003-01-05	120.95
8528	2007-06-15	97.35
8528	2009-03-08	99.61
8528	2010-06-24	126.40
8529	2006-06-06	253.45
8529	2006-09-17	261.57
8529	2010-06-22	315.21
8530	2000-09-07	239.80
8530	2011-03-17	240.58
8531	2006-12-30	36.87
8531	2009-04-29	49.11
8531	2011-03-29	37.57
8532	2009-11-01	332.40
8533	2000-02-02	296.81
8534	2006-05-10	149.66
8534	2011-07-19	163.63
8534	2011-10-11	129.10
8535	2000-04-01	367.31
8535	2000-08-23	354.68
8535	2001-01-21	366.10
8535	2002-04-18	367.31
8535	2012-04-03	367.31
8536	2001-08-19	219.07
8536	2009-07-16	316.72
8537	2001-12-08	231.28
8537	2011-06-09	257.25
8537	2012-03-08	233.13
8538	2002-01-26	320.66
8538	2009-01-03	329.23
8538	2011-01-12	299.94
8539	2002-11-28	153.34
8539	2004-07-27	216.43
8539	2004-07-28	145.15
8539	2011-05-01	175.56
8540	2001-05-26	39.49
8541	2000-11-21	123.06
8541	2001-09-06	123.06
8541	2002-05-16	123.06
8541	2011-08-03	123.06
8541	2012-03-05	123.06
8542	2006-01-04	31.00
8543	2003-07-08	43.72
8543	2004-12-07	36.82
8543	2010-11-12	37.19
8544	2004-06-26	59.19
8544	2008-04-25	78.96
8545	2009-06-13	3.91
8545	2012-03-21	3.08
8546	2001-04-12	6.25
8546	2001-05-16	4.47
8546	2003-06-17	6.66
8546	2005-07-02	5.51
8546	2006-09-05	5.62
8546	2008-07-19	4.69
8548	2000-01-11	19.75
8548	2001-05-08	20.17
8548	2003-08-28	22.98
8548	2006-11-06	22.88
8549	2011-03-03	241.87
8550	2002-04-16	32.92
8550	2006-03-29	32.73
8550	2007-09-11	32.92
8550	2010-08-31	32.92
8550	2012-02-19	32.92
8551	2009-07-27	170.50
8552	2009-08-01	374.06
8553	2003-06-15	92.01
8553	2009-02-08	92.53
8553	2011-04-03	81.82
8554	2002-03-17	150.25
8554	2012-02-24	137.09
8555	2004-02-03	148.87
8555	2010-04-20	179.86
8555	2011-07-29	154.41
8556	2000-10-27	177.32
8556	2003-05-21	177.97
8557	2000-06-30	315.21
8558	2011-01-09	19.69
8559	2007-11-20	44.16
8559	2011-05-03	54.91
8560	2012-02-23	112.72
8560	2012-06-02	112.72
8561	2009-09-08	91.30
8562	2001-05-19	9.97
8562	2005-06-01	6.45
8562	2009-10-23	9.71
8563	2001-04-20	105.75
8564	2000-05-03	394.17
8564	2000-12-19	394.17
8564	2002-04-09	394.17
8564	2008-11-30	359.77
8564	2009-11-25	357.45
8565	2008-07-05	370.30
8565	2009-05-20	400.76
8565	2011-08-14	392.11
8566	2009-03-31	263.82
8566	2009-08-26	305.08
8566	2010-10-01	303.06
8567	2002-02-14	149.73
8568	2007-04-14	451.92
8568	2007-06-20	440.54
8569	2001-11-20	264.62
8569	2011-10-22	261.49
8569	2011-11-18	322.01
8570	2000-04-03	36.45
8570	2001-04-09	61.10
8570	2010-06-02	63.49
8571	2010-04-26	331.16
8571	2011-10-10	379.69
8572	2002-04-06	139.07
8572	2002-06-09	170.89
8572	2006-06-05	172.83
8572	2011-01-02	172.07
8572	2011-10-18	162.47
8573	2000-09-24	336.58
8573	2003-10-27	336.58
8573	2006-11-27	336.58
8573	2007-12-19	336.58
8573	2009-02-04	336.58
8574	2009-11-18	166.69
8575	2008-10-09	20.23
8576	2000-02-09	36.37
8576	2008-05-01	51.91
8578	2008-04-02	105.58
8578	2009-10-21	137.40
8579	2003-08-26	121.48
8579	2006-12-11	121.48
8580	2004-09-11	99.35
8580	2011-03-20	123.06
8581	2000-01-15	57.47
8581	2008-05-13	188.30
8582	2003-06-25	119.54
8582	2008-06-03	143.03
8583	2001-05-21	67.15
8583	2006-03-13	92.58
8584	2001-06-11	386.23
8584	2004-01-31	346.52
8584	2008-01-09	380.62
8584	2008-10-19	386.23
8585	2009-10-26	450.06
8586	2008-08-03	131.39
8586	2009-12-31	93.58
8587	2009-04-06	182.08
8587	2011-10-06	224.66
8588	2000-02-16	71.12
8588	2004-05-11	72.70
8588	2012-05-16	79.07
8589	2004-12-16	202.05
8589	2006-03-20	181.19
8590	2005-04-22	89.94
8590	2005-05-12	88.48
8590	2010-07-25	86.58
8592	2000-08-14	272.84
8592	2009-09-22	195.06
8592	2009-10-14	237.17
8593	2008-07-15	96.70
8593	2010-07-07	90.49
8594	2001-10-08	179.68
8594	2001-11-13	140.81
8594	2008-02-12	135.55
8595	2000-02-04	184.19
8595	2010-07-02	187.25
8597	2001-11-02	127.57
8597	2004-08-09	126.87
8597	2007-04-16	148.27
8597	2009-04-22	107.61
8598	2002-02-07	195.95
8598	2002-04-07	186.95
8598	2011-08-17	230.73
8599	2001-05-08	137.09
8599	2003-05-10	130.05
8599	2005-06-06	163.71
8599	2008-03-19	141.17
8601	2004-02-22	258.68
8601	2008-07-20	245.57
8601	2010-11-16	328.31
8601	2010-12-06	306.33
8602	2004-12-29	7.77
8603	2009-08-07	17.61
8604	2000-10-17	105.69
8604	2003-05-27	79.27
8604	2010-08-21	112.20
8604	2010-11-23	65.81
8605	2001-07-29	62.98
8605	2009-06-04	80.28
8606	2005-11-07	29.60
8606	2008-01-27	28.48
8606	2008-05-16	23.32
8606	2010-02-04	23.69
8607	2009-02-23	33.56
8607	2010-05-17	27.07
8608	2003-01-16	328.00
8608	2004-07-19	352.91
8608	2010-03-21	368.88
8609	2001-10-08	222.06
8609	2002-01-25	208.24
8609	2002-11-09	212.78
8609	2005-10-03	193.74
8610	2004-04-03	145.83
8610	2010-10-16	156.75
8610	2010-12-06	205.73
8611	2006-11-27	239.36
8611	2009-12-17	147.34
8612	2007-05-09	419.90
8612	2008-04-30	330.58
8612	2009-08-01	424.73
8612	2011-03-31	375.74
8613	2001-12-11	400.90
8613	2011-08-06	400.90
8614	2001-07-30	30.66
8614	2003-04-04	36.93
8614	2004-06-09	29.83
8614	2007-10-20	25.99
8614	2009-02-15	28.10
8615	2006-07-13	165.66
8615	2009-09-08	151.59
8615	2012-05-08	147.78
8616	2000-03-27	74.17
8616	2000-07-08	71.98
8616	2004-03-15	73.70
8616	2005-11-05	88.91
8616	2009-03-28	67.47
8617	2005-05-15	258.11
8617	2011-08-29	287.64
8618	2011-06-21	146.30
8618	2011-08-06	147.40
8619	2004-09-10	439.10
8619	2004-11-13	416.11
8619	2008-01-31	406.63
8619	2011-05-15	416.70
8619	2011-07-31	439.10
8620	2010-03-19	91.29
8621	2000-07-30	258.78
8621	2001-10-08	276.19
8621	2003-04-22	348.82
8622	2010-05-24	22.76
8624	2001-11-09	233.61
8624	2005-03-11	324.36
8625	2010-01-15	20.70
8626	2007-04-05	13.36
8626	2007-10-06	10.95
8626	2009-12-28	12.18
8627	2008-07-04	6.19
8627	2010-06-12	5.82
8628	2000-02-28	83.87
8628	2002-07-07	95.12
8628	2003-05-15	107.13
8628	2006-04-28	107.13
8628	2008-11-23	98.96
8628	2011-01-08	91.33
8628	2012-05-20	80.77
8629	2002-08-29	167.67
8629	2003-02-21	225.93
8630	2010-12-26	101.86
8631	2011-01-27	38.47
8631	2011-10-30	16.33
8632	2009-01-11	75.88
8632	2009-08-18	72.95
8633	2005-02-15	115.58
8633	2005-02-17	147.33
8633	2009-06-29	96.76
8634	2003-08-25	389.10
8634	2003-11-06	356.90
8634	2005-07-15	327.24
8634	2008-11-03	417.69
8634	2012-06-22	390.33
8635	2002-03-11	145.73
8635	2007-09-09	71.26
8635	2008-10-31	139.87
8636	2004-04-24	431.64
8636	2007-07-06	431.64
8636	2008-05-27	431.64
8636	2008-11-14	431.64
8636	2009-04-20	415.98
8636	2009-05-21	431.64
8638	2003-03-22	433.90
8639	2000-09-25	129.53
8639	2010-04-10	160.60
8640	2001-01-13	252.75
8640	2004-02-03	247.38
8640	2010-11-15	378.94
8641	2006-11-15	177.23
8641	2010-12-13	184.22
8642	2000-12-07	233.97
8642	2007-06-09	244.82
8642	2010-03-02	208.87
8642	2011-05-06	311.48
8643	2000-09-16	375.86
8643	2004-06-28	375.86
8643	2005-02-05	375.86
8643	2005-11-01	375.86
8643	2006-10-27	375.86
8643	2010-01-14	375.86
8644	2010-08-04	405.74
8644	2011-01-04	480.05
8644	2011-03-11	443.61
8644	2012-04-15	480.05
8645	2000-11-30	113.57
8645	2006-03-30	145.92
8646	2006-03-19	78.67
8647	2007-05-11	386.30
8647	2009-09-13	442.67
8648	2008-06-22	140.95
8648	2010-04-10	151.48
8649	2000-06-01	27.63
8649	2012-06-01	18.72
8650	2003-07-05	172.48
8650	2007-05-27	172.41
8650	2008-12-04	144.05
8650	2009-12-04	175.20
8651	2000-07-14	40.40
8651	2003-05-01	83.51
8651	2009-10-16	54.34
8651	2011-12-12	94.86
8652	2005-05-23	90.99
8652	2008-11-28	139.91
8652	2011-07-14	129.80
8653	2000-12-14	181.81
8653	2006-12-04	155.35
8653	2011-01-17	177.28
8654	2000-10-12	222.52
8654	2006-11-01	239.03
8654	2011-03-26	191.28
8655	2012-03-14	97.05
8655	2012-03-31	121.22
8656	2000-05-31	295.90
8656	2007-10-01	310.49
8656	2010-06-15	319.33
8657	2001-12-27	148.52
8657	2009-03-26	129.53
8657	2009-12-02	120.85
8658	2002-03-16	132.09
8658	2003-05-12	138.65
8659	2004-08-29	106.88
8659	2009-06-09	131.68
8659	2010-08-13	121.25
8660	2006-08-14	118.12
8660	2007-08-15	130.84
8661	2003-01-31	21.66
8662	2000-05-07	112.39
8662	2005-10-25	205.34
8662	2008-06-16	172.76
8663	2002-01-31	154.26
8663	2008-05-02	163.28
8663	2011-09-09	153.93
8663	2012-06-10	133.07
8664	2000-01-18	156.82
8664	2009-04-27	173.60
8664	2010-11-01	144.88
8665	2002-06-24	59.21
8665	2003-02-08	62.98
8665	2007-06-06	51.07
8665	2009-06-28	57.50
8665	2010-02-06	48.07
8666	2002-11-02	191.36
8666	2009-06-16	201.85
8667	2001-02-08	192.62
8667	2002-09-07	178.39
8667	2009-10-05	240.27
8668	2002-08-08	473.75
8669	2000-03-04	195.44
8670	2000-11-27	117.66
8670	2003-10-04	133.83
8670	2011-01-30	87.93
8671	2012-04-30	64.26
8672	2009-01-03	264.46
8672	2011-02-16	335.48
8672	2011-04-30	306.29
8672	2011-06-04	299.57
8672	2011-11-22	236.12
8673	2009-12-22	383.46
8673	2010-02-23	378.56
8673	2011-01-01	447.73
8673	2011-10-18	333.03
8674	2000-12-27	19.85
8674	2005-03-01	23.01
8674	2005-03-08	19.24
8675	2002-05-17	32.54
8675	2002-10-11	32.06
8675	2003-12-16	26.36
8675	2004-01-28	33.12
8675	2010-09-27	27.64
8676	2006-03-11	392.45
8676	2008-12-04	441.92
8676	2010-03-06	456.55
8677	2001-03-07	57.90
8678	2006-01-22	219.85
8678	2009-01-09	162.26
8679	2001-02-14	129.40
8679	2001-06-01	129.40
8679	2004-12-19	129.40
8679	2010-06-04	129.40
8680	2001-03-21	256.37
8680	2011-12-10	256.64
8681	2001-05-29	46.94
8681	2001-12-02	46.94
8681	2002-07-06	46.94
8681	2006-10-14	46.94
8682	2003-11-08	296.95
8682	2011-03-08	296.95
8682	2012-02-04	296.95
8683	2006-04-28	24.44
8683	2011-09-12	32.59
8684	2001-12-24	34.81
8685	2000-04-06	90.10
8685	2001-04-08	93.63
8685	2002-06-25	98.58
8686	2002-10-17	354.38
8686	2003-04-17	363.80
8686	2007-01-18	331.47
8686	2007-10-16	370.73
8686	2009-05-28	370.73
8687	2001-05-23	167.93
8687	2005-03-14	233.88
8687	2007-10-23	165.61
8687	2011-12-20	243.67
8687	2012-05-03	221.53
8687	2012-05-28	247.02
8688	2002-09-14	171.13
8689	2005-11-22	112.10
8689	2006-09-05	81.78
8689	2011-07-10	111.58
8689	2011-12-28	77.11
8690	2001-11-09	129.05
8690	2011-08-08	134.71
8691	2004-05-29	126.46
8691	2010-10-15	89.47
8692	2000-03-12	187.01
8692	2005-11-05	128.49
8692	2007-05-19	132.46
8692	2009-11-16	177.77
8692	2010-01-19	242.27
8692	2011-01-26	128.67
8693	2003-01-17	193.59
8693	2007-03-24	187.05
8693	2010-07-11	203.59
8693	2011-12-20	203.59
8693	2012-01-02	203.59
8694	2004-02-17	88.93
8694	2004-11-28	81.75
8694	2007-02-13	100.24
8695	2006-08-01	181.22
8695	2009-03-23	138.40
8696	2002-04-17	252.88
8696	2002-06-04	252.88
8696	2004-05-06	252.88
8696	2009-11-06	252.88
8697	2002-10-23	238.38
8697	2004-05-12	217.58
8697	2010-02-11	209.29
8698	2000-01-06	44.23
8698	2009-11-14	44.84
8698	2012-01-06	43.54
8699	2007-11-17	242.86
8699	2011-03-04	285.45
8700	2006-08-04	480.63
8700	2009-08-02	480.63
8701	2001-03-29	249.69
8701	2002-06-15	245.90
8701	2012-02-16	254.80
8702	2001-02-03	277.26
8702	2010-05-08	312.44
8703	2009-12-25	453.91
8704	2000-02-14	331.75
8704	2000-03-30	331.75
8705	2000-05-19	20.46
8705	2004-04-07	40.83
8705	2007-11-21	48.20
8706	2000-06-13	158.36
8706	2001-04-12	188.23
8707	2005-08-01	215.10
8707	2007-04-30	207.71
8707	2008-06-20	196.87
8708	2000-11-15	83.20
8708	2009-01-20	40.26
8709	2006-09-03	184.43
8709	2010-10-03	181.11
8710	2007-04-24	171.42
8711	2007-07-30	135.89
8711	2009-12-09	142.99
8711	2011-06-09	137.73
8712	2004-01-29	220.42
8712	2009-01-26	142.13
8712	2011-11-11	120.71
8713	2000-11-22	131.58
8713	2008-04-16	101.80
8714	2003-07-05	282.37
8714	2011-01-12	291.78
8715	2006-04-30	55.85
8715	2008-10-29	37.59
8715	2012-04-09	45.51
8716	2002-07-11	219.17
8716	2006-01-16	204.72
8716	2010-06-09	223.54
8716	2011-05-05	223.54
8717	2005-03-28	384.98
8717	2006-10-19	384.98
8717	2010-01-28	384.98
8718	2012-06-19	102.47
8719	2002-02-16	128.31
8719	2005-08-08	112.21
8719	2010-10-27	124.05
8719	2011-12-03	73.67
8720	2000-02-26	195.79
8720	2001-07-19	172.26
8721	2001-09-03	166.09
8721	2010-01-22	188.76
8722	2011-08-19	9.30
8723	2000-04-26	244.68
8723	2000-07-24	206.51
8723	2011-12-01	246.03
8724	2008-09-30	224.74
8724	2012-05-26	198.60
8725	2004-08-28	13.04
8725	2006-01-26	24.96
8725	2010-04-02	21.38
8725	2010-06-15	25.14
8726	2006-02-22	32.72
8726	2008-05-04	37.49
8726	2012-03-31	37.36
8726	2012-05-19	22.36
8727	2011-08-26	82.79
8728	2005-08-26	218.59
8728	2007-10-12	209.95
8728	2009-09-06	136.69
8728	2010-10-09	167.40
8729	2001-08-20	75.64
8729	2001-08-24	90.20
8729	2008-04-22	76.30
8729	2012-03-14	89.77
8730	2003-04-28	80.64
8730	2003-11-26	76.75
8730	2005-07-27	80.58
8731	2001-01-29	152.19
8731	2005-08-04	129.98
8731	2010-02-19	152.19
8731	2011-02-16	152.19
8731	2011-07-26	152.19
8731	2011-08-21	144.10
8732	2002-08-26	45.67
8732	2002-11-04	31.04
8732	2003-06-17	35.37
8732	2005-06-23	34.85
8732	2006-10-30	19.29
8733	2001-03-03	390.68
8733	2002-02-09	390.68
8733	2003-04-14	390.68
8733	2003-08-15	390.68
8733	2008-04-25	390.68
8733	2008-08-25	390.68
8733	2010-09-30	390.68
8734	2006-03-05	54.07
8734	2006-08-06	41.02
8734	2010-07-28	50.66
8735	2010-10-10	17.00
8736	2002-05-12	37.34
8736	2004-03-20	31.24
8736	2005-02-09	35.39
8736	2012-03-04	34.56
8737	2003-10-23	253.53
8737	2006-06-03	248.39
8738	2008-10-07	97.54
8739	2010-12-05	363.71
8739	2010-12-10	444.84
8740	2003-02-10	112.07
8740	2009-07-26	115.25
8740	2009-10-26	134.83
8740	2010-04-19	113.63
8740	2010-04-24	134.83
8741	2001-10-01	115.92
8741	2005-04-02	115.92
8741	2009-01-27	111.19
8742	2004-11-21	63.70
8743	2004-03-19	319.13
8743	2004-10-19	333.14
8743	2006-05-18	303.11
8743	2008-11-30	333.37
8744	2000-04-20	118.53
8744	2008-09-18	160.12
8744	2009-12-21	159.41
8745	2002-04-21	164.51
8746	2002-06-11	84.15
8746	2003-09-25	70.02
8746	2004-09-13	49.73
8746	2011-04-09	49.82
8747	2000-10-08	93.34
8747	2007-07-28	112.49
8748	2012-06-30	297.40
8749	2001-09-13	9.55
8749	2004-11-26	8.02
8749	2007-12-12	9.35
8750	2000-08-04	169.21
8751	2004-01-31	346.53
8751	2010-12-15	280.21
8752	2001-05-22	192.03
8752	2003-06-04	185.37
8752	2004-02-07	154.47
8752	2004-07-01	157.25
8752	2006-10-01	195.16
8752	2007-08-03	170.56
8753	2010-04-06	144.47
8754	2003-04-20	62.48
8754	2008-01-28	39.60
8754	2010-04-11	34.29
8755	2010-11-04	113.77
8755	2011-11-14	124.57
8756	2000-03-11	312.18
8756	2001-03-30	312.18
8757	2000-11-18	86.37
8757	2001-03-16	83.35
8757	2002-05-20	56.37
8757	2004-11-28	46.27
8758	2004-11-29	72.63
