productid	name	retailprice
12205	Winsipantor	66.82
12206	Varrobicator	135.22
12207	Klitinex	90.22
12208	Haprobackax	197.52
12209	Parsapex	457.69
12210	Zeequestover	427.09
12211	Supjubegax	284.17
12212	Lomhupax	185.42
12213	Endhupar	29.00
12214	Happeban	457.30
12215	Lomnipower	58.51
12216	Tuppebedgazz	160.02
12217	Barmunimazz	138.93
12218	Trusapax	383.74
12219	Barsapax	187.73
12220	Barpickax	302.20
12221	Cipbanilentor	391.99
12222	Thrujubepor	128.15
12223	Zeewerpower	278.31
12224	Tuptumamower	276.63
12225	Enddudupax	11.55
12226	Endglibanover	189.60
12227	Dopfropplentor	424.92
12228	Barjubplantor	254.97
12229	Ciptumegicator	47.06
12230	Supwerponower	280.23
12231	Rapbanantor	357.95
12232	Klidimower	195.15
12233	Adsapanex	218.53
12234	Bardimentor	416.30
12235	Winhupistor	47.25
12236	Haphupantor	3.54
12237	Klicadar	62.42
12238	Monmunower	439.98
12239	Redimamin	452.03
12240	Hapmunedan	148.26
12241	Dophuponover	144.56
12242	Frodudplicator	164.33
12243	Surkilopax	311.62
12244	Adbanilantor	487.46
12245	Groglibilex	432.76
12246	Parvenower	248.91
12247	Hapvenplar	278.11
12248	Rejubinax	69.19
12249	Grocadex	88.78
12250	Undimazz	238.35
12251	Mondudistor	326.04
12252	Emhupower	84.59
12253	Advenplin	172.58
12254	Lompickefar	373.99
12255	Frokilopower	175.68
12256	Tipvenentor	322.25
12257	Qwiwerentor	437.66
12258	Uptinackistor	436.09
12259	Cipzapazz	266.32
12260	Inhupistor	377.23
12261	Winerower	210.30
12262	Hapkilantor	335.25
12263	Surglibower	151.46
12264	Barweristor	178.46
12265	Tipdimax	70.14
12266	Cipnipegax	90.02
12267	Parwerantor	466.89
12268	Groerin	112.70
12269	Emtumax	411.06
12270	Rapdimower	55.97
12271	Varerar	98.60
12272	Froglibepazz	198.95
12273	Barcadopar	431.71
12274	Klizapantor	40.47
12275	Fropebilax	158.64
12276	Adfropewicator	228.66
12277	Varglibilex	316.52
12278	Endjubedgan	290.85
12279	Upvenor	343.87
12280	Superonicator	262.64
12281	Thruhupax	411.48
12282	Zeetanegower	356.73
12283	Upnipackex	167.19
12284	Cippebor	308.71
12285	Adwerewax	454.19
12286	Endsapentor	274.36
12287	Winglibimazz	23.57
12288	Uncadin	344.54
12289	Inzapackex	241.62
12290	Tupnipupan	225.00
12291	Monnipefazz	65.88
12292	Addudantor	126.32
12293	Dopcadefar	174.67
12294	Incadaquin	75.80
12295	Klierollistor	437.96
12296	Dopsipollex	309.32
12297	Monmunor	13.86
12298	Endfropopantor	134.16
12299	Endcadan	418.32
12300	Frojubover	343.74
12301	Emweronentor	282.02
12302	Uprobor	166.41
12303	Endsipan	158.14
12304	Cipbanicor	33.81
12305	Varglibackazz	140.75
12306	Parkilax	128.09
12307	Supsipover	152.88
12308	Frotumamor	133.11
12309	Rapdudegar	216.35
12310	Klierex	447.02
12311	Winjubilistor	6.73
12312	Ciphupedentor	147.81
12313	Parwerplazz	93.22
12314	Qwiwerpax	4.68
12315	Kliglibower	465.75
12316	Winwerazz	353.57
12317	Adkilopor	169.05
12318	Trusapackar	342.75
12319	Rapdimistor	224.27
12320	Zeekilar	295.78
12321	Insapicazz	67.45
12322	Cippickan	123.34
12323	Trubanimor	371.09
12324	Uphupicex	187.06
12325	Varzapan	490.09
12326	Monsapadover	472.28
12327	Supbanegicator	25.28
12328	Sursapanazz	356.91
12329	Grotinadover	102.51
12330	Klikilor	349.32
12331	Kliglibadazz	215.80
12332	Zeewerpedax	183.36
12333	Klimunilin	372.53
12334	Thruhupistor	1.13
12335	Grojubanex	480.62
12336	Doprobin	246.07
12337	Tipwerpar	199.59
12338	Unjubentor	134.39
12339	Frotinaquicator	168.95
12340	Klifropan	327.10
12341	Lomwerpistor	122.48
12342	Adpebower	390.47
12343	Emtanonower	129.19
12344	Winjubadex	294.60
12345	Hapnipegor	219.27
12346	Cipdimistor	418.07
12347	Kliwerewax	34.10
12348	Incadantor	170.99
12349	Upfropex	110.06
12350	Thrujubefantor	85.39
12351	Inpickazz	141.26
12352	Bartumopar	171.11
12353	Adzapistor	409.90
12354	Endhupor	123.54
12355	Zeebanover	277.29
12356	Intumopex	159.68
12357	Zeetanackazz	295.33
12358	Parpickazz	471.08
12359	Bartanantor	43.72
12360	Lomtinazz	168.48
12361	Zeetanan	103.81
12362	Varmunilan	295.97
12363	Grosipazz	31.60
12364	Supquestommover	367.03
12365	Dopsapicator	232.22
12366	Upgliban	323.37
12367	Adglibax	275.28
12368	Hapdimadover	93.09
12369	Hapveniman	24.06
12370	Qwiglibantor	220.68
12371	Unsipistor	154.98
12372	Thrufropin	35.67
12373	Grotumexower	174.80
12374	Monnipan	397.16
12375	Inmunplentor	174.30
12376	Lomtanor	176.98
12377	Grosipazz	494.15
12378	Resapadex	77.48
12379	Inkilor	467.79
12380	Emmunantor	73.02
12381	Hapfropantor	439.18
12382	Cipquestazz	354.30
12383	Grotumantor	247.85
12384	Cipdimedgicator	18.11
12385	Tuperistor	209.06
12386	Tupkilaquar	45.69
12387	Ciperor	273.46
12388	Adsapanor	249.98
12389	Kliwerpupor	223.84
12390	Inzapover	321.94
12391	Unquestilor	450.74
12392	Upcadax	228.51
12393	Unfropover	91.67
12394	Frobanaman	1.48
12395	Thrujubazz	224.30
12396	Grokilopin	326.51
12397	Lomquestopistor	359.86
12398	Inpickicator	262.16
12399	Reglibexicator	63.38
12400	Hapmunedgex	395.90
12401	Suppickimover	143.79
12402	Untumicazz	441.01
12403	Trutinex	147.93
12404	Thrupebar	389.38
12405	Partanackin	430.41
12406	Zeecadamar	106.60
12407	Endglibor	496.31
12408	Sursapinor	13.73
12409	Hapglibantor	449.24
12410	Zeepebower	101.31
12411	Barglibover	165.53
12412	Klipebackower	218.84
12413	Winmunistor	4.29
12414	Adtanentor	470.70
12415	Vartinilicator	229.30
12416	Dopmunex	249.51
12417	Kliwerimistor	49.12
12418	Tipcadewover	14.49
12419	Surnipin	158.98
12420	Ciptumin	187.53
12421	Monmunex	50.90
12422	Lomkilicin	26.30
12423	Dopvenplar	369.25
12424	Tipcadamicator	202.11
12425	Tupnipin	269.93
12426	Emfropover	426.47
12427	Thrucadinar	444.00
12428	Barquestentor	174.32
12429	Tupdudommicator	173.87
12430	Frocadax	347.80
12431	Raptumantor	317.12
12432	Tiptanin	232.99
12433	Reglibantor	15.10
12434	Barfropantor	72.88
12435	Varbanor	429.23
12436	Qwiwerpamar	498.17
12437	Cipwerpax	207.36
12438	Surbanazz	358.47
12439	Trupickadistor	87.71
12440	Ciphupedar	103.46
12441	Dopwerentor	49.37
12442	Uptaninex	260.73
12443	Emrobin	300.74
12444	Frofropefover	123.52
12445	Winpebadan	157.42
12446	Supdudistor	232.90
12447	Fromunex	225.22
12448	Vardimor	120.97
12449	Frohupicator	272.17
12450	Barcadantor	474.79
12451	Inkilower	278.39
12452	Surbanollistor	346.37
12453	Dopzapicator	104.18
12454	Monerupax	375.85
12455	Tuptanazz	346.00
12456	Supnipax	118.49
12457	Tuperin	72.76
12458	Supmunentor	445.82
12459	Thrujubover	120.45
12460	Tipkilplower	4.93
12461	Monericator	162.60
12462	Undudewazz	322.99
12463	Ciptumupantor	339.86
12464	Parweradover	102.44
12465	Winsipentor	284.20
12466	Thrunipewower	432.54
12467	Empebamantor	204.74
12468	Pardudimar	431.41
12469	Windudower	42.47
12470	Surdimentor	231.13
12471	Winsipower	43.15
12472	Endericator	190.65
12473	Inbanantor	426.78
12474	Qwimunonistor	56.52
12475	Grovenonor	139.16
12476	Montinar	290.17
12477	Cipsipommower	225.56
12478	Groglibistor	246.73
12479	Thrujubupax	45.69
12480	Surrobor	38.03
12481	Supmunistor	202.26
12482	Upfropackax	324.03
12483	Grofropor	402.15
12484	Surdudanower	199.08
12485	Supkilinex	70.41
12486	Surwerpilazz	470.75
12487	Cipsapin	129.81
12488	Barpebonentor	139.25
12489	Tiptumepentor	226.88
12490	Intumantor	311.75
12491	Adquestilan	426.41
12492	Unwerexentor	261.54
12493	Zeewerover	239.02
12494	Inmunefin	83.77
12495	Hapquestantor	440.86
12496	Surpickicentor	226.39
12497	Zeepickantor	420.87
12498	Parglibedantor	199.30
12499	Barhupower	339.33
12500	Surpickan	224.88
12501	Superexazz	29.16
12502	Lomquestupor	293.80
12503	Growerpistor	79.50
12504	Intanefex	42.04
12505	Qwikilan	432.64
12506	Tiptanover	88.74
12507	Doptinover	419.59
12508	Pardimewazz	48.67
12509	Adrobilan	237.70
12510	Kliweraquistor	56.83
12511	Adtaninistor	392.93
12512	Bardimicator	326.03
12513	Varvenupar	401.13
12514	Tipglibaquax	83.42
12515	Emtumefax	302.68
12516	Sursipepax	338.57
12517	Upwerupax	420.84
12518	Surcadefor	141.78
12519	Monwerponazz	33.03
12520	Partinewar	313.45
12521	Pareranar	303.73
12522	Suptumewex	66.50
12523	Tuptinantor	205.53
12524	Trubanicator	230.72
12525	Zeemunicator	304.73
12526	Supnipex	281.61
12527	Lomvenor	451.63
12528	Winhupar	344.01
12529	Thrusapax	115.66
12530	Zeepickazz	412.77
12531	Emerommar	369.31
12532	Qwifropex	27.26
12533	Surnipeficator	407.40
12534	Klivenollor	320.81
12535	Winmunistor	9.88
12536	Klidimex	408.45
12537	Hapnipicex	245.53
12538	Haptinistor	361.11
12539	Invenexantor	266.44
12540	Tiptanewar	481.68
12541	Rapdudopicator	52.16
12542	Inmunegin	82.14
12543	Suptinentor	401.55
12544	Intanplantor	171.05
12545	Rewerex	418.81
12546	Zeesapefar	101.37
12547	Dopsapax	360.41
12548	Supweran	156.61
12549	Doptanewicator	281.09
12550	Hapglibover	103.29
12551	Froerin	305.55
12552	Upglibentor	280.08
12553	Unhupin	167.27
12554	Thrubanantor	26.88
12555	Insipin	421.15
12556	Frodudantor	462.66
12557	Unnipentor	89.28
12558	Tipzapedex	348.78
12559	Thruglibewistor	237.31
12560	Frokiledgower	152.03
12561	Qwiwerpor	137.11
12562	Supsapewover	76.57
12563	Emeramex	433.01
12564	Reweregor	324.93
12565	Tupvenistor	187.52
12566	Cipzapentor	366.68
12567	Unsipefentor	418.64
12568	Surfropopar	81.32
12569	Dopbanentor	74.54
12570	Trusapadover	394.22
12571	Wintanentor	94.04
12572	Zeetumanicator	60.73
12573	Tipmuninazz	375.34
12574	Trujubefower	51.35
12575	Qwisapackax	262.29
12576	Supdimar	222.59
12577	Insipedicator	164.95
12578	Bartumazz	35.48
12579	Truhupistor	311.91
12580	Unfropamover	204.35
12581	Thrucadax	421.19
12582	Reerefor	296.02
12583	Unnipower	63.92
12584	Unjubantor	13.37
12585	Doppickan	108.22
12586	Windimamicator	90.22
12587	Thruerommower	359.99
12588	Upzapazz	381.52
12589	Grojubin	399.66
12590	Adglibimazz	47.22
12591	Emmunefan	320.18
12592	Raperower	396.75
12593	Endpebexentor	124.80
12594	Varbanicator	115.41
12595	Klihupentor	345.57
12596	Monzapower	475.58
12597	Klitanistor	149.14
12598	Supwerpar	77.62
12599	Varwerantor	483.53
12600	Tupnipazz	53.14
12601	Adrobommistor	182.74
12602	Tipbanicator	280.10
12603	Barvenazz	83.07
12604	Tuptumedgistor	386.87
12605	Trumunonantor	10.25
12606	Lomkilantor	245.82
12607	Zeeglibadicator	404.74
12608	Rapbanazz	116.91
12609	Moncadollin	264.59
12610	Varmunicicator	199.57
12611	Indudepicator	298.71
12612	Endjubefantor	54.80
12613	Winvenopor	37.87
12614	Remunazz	33.96
12615	Tupdimax	230.84
12616	Upsipor	341.09
12617	Emsipexar	13.65
12618	Hapjubentor	420.63
12619	Varvenanin	217.71
12620	Gromunicator	98.30
12621	Tipsapantor	7.69
12622	Surpebistor	38.12
12623	Cipwerommar	181.66
12624	Surkilplistor	28.32
12625	Bartanan	75.04
12626	Addimor	197.30
12627	Monnipicantor	435.93
12628	Lommunazz	260.92
12629	Zeemunazz	205.79
12630	Varglibar	286.71
12631	Grojubin	74.45
12632	Truwerin	88.33
12633	Varerackan	51.95
12634	Monpickefower	259.77
12635	Inkilupin	22.62
12636	Emkilex	142.10
12637	Tupfropax	213.95
12638	Hapbanefover	177.05
12639	Upmunaquex	4.13
12640	Doptinamentor	362.40
12641	Monkilin	185.48
12642	Endbanamazz	244.07
12643	Barsapaman	117.93
12644	Hapvenan	201.09
12645	Uprobupazz	248.51
12646	Tiperedantor	266.38
12647	Zeeweramicator	359.87
12648	Tupfropexistor	91.84
12649	Barglibopar	384.58
12650	Emdudor	5.47
12651	Trududin	462.93
12652	Gronipan	228.50
12653	Fromunegor	359.91
12654	Monkilimover	386.23
12655	Endhupor	46.45
12656	Growerimentor	145.62
12657	Thrupickentor	99.44
12658	Rapsapackentor	55.74
12659	Frodimower	312.83
12660	Endnipentor	312.95
12661	Unzapopicator	309.90
12662	Enddudover	144.82
12663	Barquestedgantor	411.13
12664	Surjubentor	477.88
12665	Tupmunex	126.12
12666	Upbanewazz	211.38
12667	Zeetumexicator	3.85
12668	Doptumicicator	278.11
12669	Vardudanicator	12.34
12670	Upmunax	89.74
12671	Uptanedgazz	128.14
12672	Tipsapomman	336.61
12673	Parbanupex	417.51
12674	Trutanackentor	355.31
12675	Suptumantor	412.82
12676	Cipzapefistor	263.62
12677	Tipquestefazz	420.18
12678	Zeeerar	480.57
12679	Haperexicator	279.82
12680	Supzapefower	308.66
12681	Tiptanegor	337.42
12682	Zeerobupantor	345.08
12683	Embanicower	376.35
12684	Retinistor	201.32
12685	Grofropegentor	323.78
12686	Undudollover	345.95
12687	Uptanedentor	228.42
12688	Untinilan	165.72
12689	Klikilicator	214.32
12690	Vartinanan	377.00
12691	Adzapan	43.66
12692	Hapcadentor	159.21
12693	Intanicator	364.22
12694	Tuptumamazz	191.18
12695	Trupickar	53.50
12696	Parquestar	41.66
12697	Recadadantor	332.95
12698	Tipmunewin	140.06
12699	Tupwerpollex	75.97
12700	Uphupin	38.12
12701	Endkilentor	263.53
12702	Qwisipantor	82.76
12703	Updimplex	80.50
12704	Thruerplan	295.84
12705	Doppickax	377.33
12706	Tupzapedan	127.32
12707	Qwikilanower	310.99
12708	Hapvenewax	5.60
12709	Hapsipin	473.40
12710	Parpickopin	282.83
12711	Emtinackex	225.44
12712	Klizapopicator	118.87
12713	Montaninan	275.93
12714	Dophupax	5.16
12715	Barpebin	475.53
12716	Doperantor	464.81
12717	Tuptumin	268.47
12718	Supglibimentor	210.81
12719	Frocadan	155.09
12720	Varmunepax	280.17
12721	Lomcadar	482.96
12722	Frotumower	338.13
12723	Groglibicator	64.79
12724	Updimower	135.34
12725	Inglibax	47.08
12726	Upnipicin	468.94
12727	Upfropewan	472.38
12728	Parnipilantor	227.33
12729	Grodimex	302.81
12730	Parzapover	372.17
12731	Parhupentor	430.67
12732	Wintinin	281.13
12733	Thruhupepor	405.60
12734	Winnipegentor	242.69
12735	Surzapupan	46.13
12736	Raptumistor	255.66
12737	Surrobin	265.58
12738	Dopbanazz	81.51
12739	Tupdimackax	323.98
12740	Endrobar	197.46
12741	Barrobistor	35.96
12742	Supdudistor	223.82
12743	Cipvenower	192.32
12744	Winwerex	431.49
12745	Doptinackentor	152.56
12746	Unkilplantor	424.79
12747	Emeredantor	383.28
12748	Kliglibedar	360.06
12749	Winzapegicator	215.65
12750	Barbanplicator	88.69
12751	Unfropower	273.18
12752	Zeequestaquentor	123.14
12753	Frofropegicator	484.96
12754	Supsipommax	295.80
12755	Thrusapistor	55.16
12756	Klinipollentor	425.40
12757	Dopjubax	18.97
12758	Growerar	445.16
12759	Lommunicicator	249.75
12760	Rapquestplower	408.40
12761	Grozapan	154.94
12762	Zeefropover	84.66
12763	Frocador	202.79
12764	Emsapower	102.24
12765	Dophupazz	352.16
12766	Raprobegor	444.31
12767	Unjubimazz	213.27
12768	Inmunantor	34.23
12769	Uptanazz	459.03
12770	Endquestefistor	220.87
12771	Surmunilover	200.23
12772	Bardimackex	187.96
12773	Zeeerin	386.83
12774	Ciperanin	457.64
12775	Supnipan	245.21
12776	Montanicator	260.14
12777	Truhupicator	146.81
12778	Qwicadefor	133.30
12779	Surtumazz	482.78
12780	Zeerobazz	122.29
12781	Lomnipilistor	86.66
12782	Unerantor	113.33
12783	Varbanicator	12.68
12784	Unglibupicator	215.12
12785	Adjubonor	99.98
12786	Rapglibepan	308.54
12787	Endtinover	296.16
12788	Winjubamin	110.80
12789	Adquestollan	188.54
12790	Zeedimeficator	120.73
12791	Varpickollazz	237.69
12792	Lomquestar	320.42
12793	Dopmunex	331.76
12794	Frovenewar	415.59
12795	Inwerover	43.52
12796	Winjubepentor	451.30
12797	Lombanplistor	22.03
12798	Qwicadover	91.08
12799	Unbanax	80.33
12800	Endsipicator	208.25
12801	Ciphupimower	212.52
12802	Zeedudower	350.05
12803	Surjubaquor	401.03
12804	Qwipickilentor	494.78
12805	Unhupor	388.46
12806	Emvenefower	86.22
12807	Frowerpicator	236.31
12808	Rewerpommar	28.33
12809	Grosapadicator	51.59
12810	Qwiwerex	295.01
12811	Barsipupax	279.59
12812	Enddudin	385.67
12813	Emerax	462.38
12814	Uppebegazz	128.46
12815	Thruhupefor	322.74
12816	Unjuban	42.61
12817	Monrobackar	72.98
12818	Rapmunover	487.66
12819	Hapfropax	3.26
12820	Varcadedgantor	44.62
12821	Emfropistor	149.14
12822	Zeepebin	103.47
12823	Frokilantor	345.70
12824	Lomwerazz	339.30
12825	Klijubimazz	483.18
12826	Intumopover	379.81
12827	Endhupan	356.21
12828	Rekilupazz	471.24
12829	Emquestefin	415.12
12830	Rappebicar	293.91
12831	Thruwerpilax	239.11
12832	Frosipentor	56.73
12833	Rapfropopover	53.97
12834	Barerommicator	275.53
12835	Endglibonazz	409.77
12836	Dopmunopantor	236.61
12837	Gropebin	212.30
12838	Varpickicator	17.90
12839	Cipsapax	326.66
12840	Lomtumin	14.76
12841	Winvenepentor	73.23
12842	Endsapopazz	268.84
12843	Winquestopower	60.21
12844	Varzapimar	393.52
12845	Cipsapax	341.14
12846	Emdiminicator	352.01
12847	Adsapommax	358.05
12848	Endpickamicator	204.30
12849	Trutumicator	93.85
12850	Zeequestedgistor	1.91
12851	Tupcadepin	379.32
12852	Endnipilazz	34.37
12853	Remunegor	88.82
12854	Rapglibover	36.72
12855	Trumunedgantor	60.11
12856	Parzapefantor	110.05
12857	Unsipefistor	5.35
12858	Endzapax	62.73
12859	Rapnipicator	12.60
12860	Klihupefower	9.66
12861	Cipquestopicator	230.01
12862	Gropickefan	265.07
12863	Rapjubazz	113.21
12864	Winrobackower	257.67
12865	Winsipinazz	56.90
12866	Zeeweronan	223.86
12867	Tipmunedor	332.71
12868	Parwerimantor	187.85
12869	Supwerpewantor	218.69
12870	Parwerpistor	87.13
12871	Tupmunilistor	330.32
12872	Supdimedex	56.08
12873	Surdimupover	162.00
12874	Surzapanentor	488.49
12875	Upcadimentor	471.39
12876	Thrubanonistor	380.31
12877	Uncadover	44.26
12878	Lomweronower	452.17
12879	Tipzapedazz	498.16
12880	Empebin	132.17
12881	Qwidudin	22.76
12882	Adjubover	152.91
12883	Thrufropackantor	378.39
12884	Untanentor	414.21
12885	Superedgower	414.59
12886	Cipquestimantor	205.74
12887	Upquestopor	467.91
12888	Qwiglibax	18.25
12889	Updudefar	216.42
12890	Tiptanplentor	300.72
12891	Pardimegex	232.25
12892	Supjubimover	150.56
12893	Tupcadexantor	6.30
12894	Tiperistor	318.00
12895	Dopsapinistor	284.75
12896	Renipentor	308.15
12897	Thruwericantor	156.63
12898	Varbanentor	302.53
12899	Rewerpommex	337.62
12900	Thruwerommover	118.28
12901	Adwerpaquower	20.30
12902	Supsapantor	171.20
12903	Zeetinazz	485.61
12904	Retinupantor	7.72
12905	Surnipexar	171.59
12906	Thrueristor	324.25
12907	Kliglibackicator	372.37
12908	Inrobentor	100.33
12909	Supjubonazz	65.33
12910	Rejubover	179.80
12911	Hapzapilan	66.79
12912	Zeegliban	53.18
12913	Grodimax	64.57
12914	Emwerpinantor	380.43
12915	Frosipan	486.90
12916	Endkilamower	78.10
12917	Frokilonentor	386.69
12918	Qwijubazz	199.00
12919	Fropebax	343.08
12920	Rekilar	351.16
12921	Klitumexax	255.95
12922	Trutinexover	315.46
12923	Parerantor	471.42
12924	Unbanewax	417.96
12925	Upcador	354.88
12926	Winsipommantor	180.76
12927	Tipdudan	50.78
12928	Hapdiman	344.00
12929	Varwerpadin	204.74
12930	Rerobax	164.24
12931	Kliglibantor	224.68
12932	Unericazz	241.73
12933	Parzapistor	115.55
12934	Cipglibinentor	380.88
12935	Undimantor	112.87
12936	Klitinimar	351.56
12937	Supcadicower	167.30
12938	Endsipollicator	371.67
12939	Zeeweristor	243.62
12940	Barquestanin	91.34
12941	Frosapazz	333.37
12942	Lommunantor	368.58
12943	Hapvenazz	452.92
12944	Bartaneficator	37.62
12945	Surcadamover	234.94
12946	Parpebupantor	180.07
12947	Varsapor	86.99
12948	Hapvenantor	125.86
12949	Klitumefantor	331.11
12950	Parsipamazz	207.65
12951	Partanexazz	421.46
12952	Intumower	457.63
12953	Emroban	459.45
12954	Supkilower	486.46
12955	Zeewerpax	362.33
12956	Parnipefin	204.84
12957	Vardudplantor	199.77
12958	Montinor	68.64
12959	Fropebantor	152.84
12960	Endhupilan	490.83
12961	Parwerpepax	274.47
12962	Varerax	29.37
12963	Montanax	395.59
12964	Trumunackin	401.09
12965	Monvenicator	455.13
12966	Tupvenazz	325.06
12967	Barwerpaquex	437.63
12968	Tipcadplentor	183.70
12969	Cippebistor	268.57
12970	Tupwerpinover	136.33
12971	Thrudimegex	410.80
12972	Repickor	16.02
12973	Qwicadegower	455.37
12974	Endsaponantor	252.74
12975	Thruzapar	18.79
12976	Truvenover	387.38
12977	Windudommin	362.54
12978	Rapdudommower	434.81
12979	Emwerpower	184.03
12980	Upwerpexex	175.80
12981	Sursapewistor	94.77
12982	Monrobover	424.91
12983	Barzapedgex	13.89
12984	Barrobicator	497.10
12985	Unhupedistor	242.77
12986	Lomtinex	267.04
12987	Truhupplin	282.28
12988	Inmunimistor	129.09
12989	Barquestimantor	19.55
12990	Dopdimantor	408.02
12991	Suppickadicator	152.79
12992	Uprobazz	99.66
12993	Dopericator	219.83
12994	Rapdimedgin	252.79
12995	Cipglibador	316.88
12996	Trueristor	305.01
12997	Raperar	472.99
12998	Endsipinower	52.83
12999	Tipcadimor	82.49
13000	Monnipazz	409.88
13001	Lomfropicator	242.44
13002	Qwiwerpower	403.29
13003	Monquestonar	357.30
13004	Parnipplex	195.77
13005	Trudimar	296.85
13006	Uppebopantor	406.44
13007	Rapdimedin	3.26
13008	Thrueran	207.71
13009	Monquestower	468.67
13010	Lommunaquantor	474.95
13011	Lomquestentor	342.30
13012	Tipdimamover	264.97
13013	Adjubepower	384.61
13014	Varjubin	477.04
13015	Grodudar	397.07
13016	Adnipollex	349.56
13017	Upglibex	16.48
13018	Parglibantor	398.49
13019	Thrusaponicator	159.32
13020	Dopmunimax	189.08
13021	Reerantor	43.78
13022	Lomrobantor	309.54
13023	Hapwerpegistor	165.15
13024	Hapzapax	360.54
13025	Parglibax	483.55
13026	Adrobollantor	312.13
13027	Upkilomman	296.19
13028	Upwerpicentor	203.58
13029	Rapfropazz	435.86
13030	Surkilover	213.78
13031	Doprobaquan	414.39
13032	Cipcadicistor	310.72
13033	Rezapentor	353.31
13034	Varvenax	274.15
13035	Cipsipistor	433.36
13036	Monkilepor	191.48
13037	Adjubanower	68.62
13038	Ciptinor	318.12
13039	Lomglibinin	201.24
13040	Zeetininor	336.33
13041	Addudewar	264.79
13042	Grodudupover	75.57
13043	Adtanplar	160.43
13044	Zeezapentor	44.59
13045	Thrusipantor	66.72
13046	Tuphupackor	387.82
13047	Winsapor	215.05
13048	Barhupplin	242.79
13049	Haperollor	355.73
13050	Moncadewicator	467.32
13051	Adwerpazz	289.53
13052	Parvenex	75.50
13053	Dopmunaquantor	393.50
13054	Inzapegor	393.41
13055	Varpebantor	367.10
13056	Barglibentor	432.91
13057	Thrumunar	239.14
13058	Raptanedar	496.75
13059	Inerentor	212.23
13060	Cipglibicator	484.72
13061	Lomglibistor	111.25
13062	Ciptinicator	299.68
13063	Varerinex	271.85
13064	Surpebegin	255.89
13065	Montumollin	61.56
13066	Trufropover	32.59
13067	Zeevenantor	411.65
13068	Cipbanantor	111.46
13069	Rerobanantor	44.68
13070	Mondimentor	206.59
13071	Thruhupex	281.94
13072	Supfropegantor	198.36
13073	Parweristor	198.25
13074	Tipglibexazz	323.00
13075	Thrumunicator	424.30
13076	Trutumefover	468.22
13077	Haptumar	150.11
13078	Zeebanplazz	121.56
13079	Injubedgex	294.82
13080	Parrobin	96.73
13081	Unpebover	98.09
13082	Qwisipazz	54.41
13083	Endcadinazz	347.85
13084	Emfropaquin	468.54
13085	Survenin	424.26
13086	Doptumicentor	339.89
13087	Suppebex	417.21
13088	Grofropadazz	459.91
13089	Zeesipadantor	407.06
13090	Resipewover	1.45
13091	Cipzapackover	452.34
13092	Frowerollor	71.86
13093	Inbanegor	106.89
13094	Varnipaquantor	216.52
13095	Wintumadex	226.08
13096	Varnipadower	465.11
13097	Aderistor	303.72
13098	Unrobar	404.54
13099	Trucador	483.03
13100	Emdimazz	35.14
13101	Barsipopentor	476.17
13102	Empickewex	104.58
13103	Tupvenazz	199.11
13104	Varmunower	150.14
13105	Adbanexin	186.38
13106	Haphupadentor	92.17
13107	Trutumilistor	377.25
13108	Grosapax	71.51
13109	Klikilantor	469.11
13110	Tipsipommin	398.88
13111	Enderimax	283.80
13112	Hapdudower	118.57
13113	Cipzapex	202.93
13114	Dopdimicator	116.50
13115	Adzapex	387.63
13116	Groglibinan	57.85
13117	Klikilamax	451.83
13118	Dopsipower	303.31
13119	Renipefazz	331.63
13120	Wintanex	221.67
13121	Tuprobicistor	115.37
13122	Supsipex	451.75
13123	Rekilazz	204.41
13124	Zeezapazz	44.23
13125	Surjubicator	254.25
13126	Rapzapan	211.08
13127	Trupebegicator	92.47
13128	Unsapower	481.73
13129	Endpebedover	97.92
13130	Surquestower	459.19
13131	Raperimistor	165.50
13132	Adpickax	245.57
13133	Frozapimantor	138.53
13134	Barsipinantor	260.69
13135	Trukilopazz	120.56
13136	Parrobollistor	493.50
13137	Uprobex	355.30
13138	Surjuban	198.71
13139	Rebanicator	283.16
13140	Adquestexistor	333.09
13141	Barvenin	462.65
13142	Fropickistor	346.71
13143	Lomnipicicator	490.79
13144	Unquestex	9.18
13145	Endtinazz	217.65
13146	Emhupan	334.77
13147	Emdimor	368.93
13148	Dopquestilentor	490.39
13149	Frorobover	328.89
13150	Hapcadanar	169.23
13151	Upglibilar	14.28
13152	Emglibax	1.41
13153	Grozapewistor	73.91
13154	Gromunepar	262.36
13155	Emglibazz	419.76
13156	Parmunplazz	25.42
13157	Rapvenower	400.18
13158	Parfropackor	155.88
13159	Emzapewantor	395.89
13160	Endbanimentor	475.31
13161	Parkilepantor	499.69
13162	Uppebazz	395.52
13163	Doperin	473.58
13164	Frohupan	10.92
13165	Surdudefor	234.38
13166	Thrujubex	39.23
13167	Unpickistor	480.04
13168	Varcadanower	442.25
13169	Monhupicicator	495.94
13170	Lomhupplower	394.13
13171	Tipfropentor	202.55
13172	Surwerpexin	254.11
13173	Winbanilin	21.15
13174	Barcadan	498.54
13175	Hapkilackower	259.03
13176	Klitanazz	268.66
13177	Rapcadan	460.95
13178	Qwieranar	196.23
13179	Upwerpentor	326.58
13180	Qwidudower	419.48
13181	Upkiledgover	342.15
13182	Winquestazz	102.08
13183	Montinonex	153.83
13184	Uncadefower	428.69
13185	Unrobilantor	445.91
13186	Upbanilistor	165.09
13187	Vartinedgazz	172.66
13188	Qwijubackower	376.18
13189	Truglibefentor	340.92
