date_ad	campaign
2000-10-21	Let your style make an impression on people.
2000-11-16	Let your style make an impression on people.
2000-11-21	Let your style make an impression on people.
2000-11-30	Let your style make an impression on people.
2000-12-13	Let your style make an impression on people.
2000-12-20	Let your style make an impression on people.
2000-12-25	Let your style make an impression on people.
2000-12-26	Let your style make an impression on people.
2001-01-01	Let your style make an impression on people.
2001-01-15	Let your style make an impression on people.
2001-02-18	Let your style make an impression on people.
2001-02-22	Let your style make an impression on people.
2001-03-17	Let your style make an impression on people.
2001-04-07	Let your style make an impression on people.
2001-05-10	Let your style make an impression on people.
2001-05-14	Let your style make an impression on people.
2001-06-13	Let your style make an impression on people.
2001-06-16	Let your style make an impression on people.
2001-06-25	Let your style make an impression on people.
2001-06-30	Let your style make an impression on people.
2001-07-01	Let your style make an impression on people.
2001-07-07	Let your style make an impression on people.
2001-07-21	Let your style make an impression on people.
2001-07-27	Let your style make an impression on people.
2001-08-01	Let your style make an impression on people.
2001-08-05	Let your style make an impression on people.
2001-08-11	Let your style make an impression on people.
2001-08-16	Let your style make an impression on people.
2001-08-25	Let your style make an impression on people.
2001-08-30	Let your style make an impression on people.
2001-09-20	Let your style make an impression on people.
2001-09-27	Let your style make an impression on people.
2001-10-23	Let your style make an impression on people.
2001-11-07	Let your style make an impression on people.
2001-11-24	Let your style make an impression on people.
2001-12-16	Let your style make an impression on people.
2001-12-27	Let your style make an impression on people.
2002-01-19	Let your style make an impression on people.
2002-02-22	Let your style make an impression on people.
2002-03-05	Let your style make an impression on people.
2002-03-17	Let your style make an impression on people.
2002-03-18	Let your style make an impression on people.
2002-03-24	Let your style make an impression on people.
2002-03-27	Let your style make an impression on people.
2002-04-05	Let your style make an impression on people.
2002-04-07	Let your style make an impression on people.
2002-04-08	Let your style make an impression on people.
2002-04-12	Let your style make an impression on people.
2002-04-13	Let your style make an impression on people.
2002-04-16	Let your style make an impression on people.
2002-04-19	Let your style make an impression on people.
2002-05-03	Let your style make an impression on people.
2002-05-04	Let your style make an impression on people.
2002-05-10	Let your style make an impression on people.
2002-05-11	Let your style make an impression on people.
2002-05-23	Let your style make an impression on people.
2002-05-24	Let your style make an impression on people.
2002-05-25	Let your style make an impression on people.
2002-06-12	Let your style make an impression on people.
2002-06-16	Let your style make an impression on people.
2002-06-25	Let your style make an impression on people.
2002-07-04	Let your style make an impression on people.
2002-07-11	Let your style make an impression on people.
2002-07-28	Let your style make an impression on people.
2002-07-29	Let your style make an impression on people.
2002-07-30	Let your style make an impression on people.
2002-08-02	Let your style make an impression on people.
2002-08-22	Let your style make an impression on people.
2002-08-24	Let your style make an impression on people.
2002-08-25	Let your style make an impression on people.
2002-08-30	Let your style make an impression on people.
2002-09-10	Let your style make an impression on people.
2002-09-12	Let your style make an impression on people.
2002-09-23	Let your style make an impression on people.
2002-09-27	Let your style make an impression on people.
2002-10-11	Let your style make an impression on people.
2002-10-12	Let your style make an impression on people.
2002-10-22	Let your style make an impression on people.
2002-10-24	Let your style make an impression on people.
2002-10-29	Let your style make an impression on people.
2002-10-31	Let your style make an impression on people.
2003-01-02	Let your style make an impression on people.
2003-01-03	Let your style make an impression on people.
2003-01-24	Let your style make an impression on people.
2003-02-23	Let your style make an impression on people.
2003-03-09	Let your style make an impression on people.
2003-03-14	Let your style make an impression on people.
2003-03-20	Let your style make an impression on people.
2003-03-24	Let your style make an impression on people.
2003-03-31	Let your style make an impression on people.
2003-04-11	Let your style make an impression on people.
2003-04-23	Let your style make an impression on people.
2003-04-27	Let your style make an impression on people.
2003-05-04	Let your style make an impression on people.
2003-05-08	Let your style make an impression on people.
2003-05-13	Let your style make an impression on people.
2003-05-14	Let your style make an impression on people.
2003-05-30	Let your style make an impression on people.
2003-06-15	Let your style make an impression on people.
2003-06-16	Let your style make an impression on people.
2003-06-22	Let your style make an impression on people.
2003-06-23	Let your style make an impression on people.
2003-07-05	Let your style make an impression on people.
2003-07-14	Let your style make an impression on people.
2003-07-16	Let your style make an impression on people.
2003-08-05	Let your style make an impression on people.
2003-08-10	Let your style make an impression on people.
2003-09-01	Let your style make an impression on people.
2003-09-09	Let your style make an impression on people.
2003-09-15	Let your style make an impression on people.
2003-10-10	Let your style make an impression on people.
2003-10-13	Let your style make an impression on people.
2003-10-26	Let your style make an impression on people.
2003-11-02	Let your style make an impression on people.
2003-11-08	Let your style make an impression on people.
2003-11-14	Let your style make an impression on people.
2003-11-19	Let your style make an impression on people.
2003-12-09	Let your style make an impression on people.
2003-12-15	Let your style make an impression on people.
2003-12-17	Let your style make an impression on people.
2003-12-22	Let your style make an impression on people.
2003-12-30	Let your style make an impression on people.
2003-12-31	Let your style make an impression on people.
2004-01-13	Let your style make an impression on people.
2004-01-28	Let your style make an impression on people.
2004-02-11	Let your style make an impression on people.
2004-02-12	Let your style make an impression on people.
2004-03-11	Let your style make an impression on people.
2004-03-18	Let your style make an impression on people.
2004-03-21	Let your style make an impression on people.
2004-03-24	Let your style make an impression on people.
2004-04-09	Let your style make an impression on people.
2004-04-15	Let your style make an impression on people.
2004-04-27	Let your style make an impression on people.
2004-05-01	Let your style make an impression on people.
2004-05-04	Let your style make an impression on people.
2004-05-05	Let your style make an impression on people.
2004-05-25	Let your style make an impression on people.
2004-05-31	Let your style make an impression on people.
2004-06-02	Let your style make an impression on people.
2004-07-06	Let your style make an impression on people.
2004-07-08	Let your style make an impression on people.
2004-07-13	Let your style make an impression on people.
2004-08-01	Let your style make an impression on people.
2004-08-10	Let your style make an impression on people.
2004-08-16	Let your style make an impression on people.
2004-08-20	Let your style make an impression on people.
2004-08-28	Let your style make an impression on people.
2004-08-29	Let your style make an impression on people.
2004-09-03	Let your style make an impression on people.
2004-09-04	Let your style make an impression on people.
2004-09-06	Let your style make an impression on people.
2004-09-10	Let your style make an impression on people.
2004-09-13	Let your style make an impression on people.
2004-09-26	Let your style make an impression on people.
2004-09-29	Let your style make an impression on people.
2004-10-07	Let your style make an impression on people.
2004-10-20	Let your style make an impression on people.
2004-10-23	Let your style make an impression on people.
2004-10-28	Let your style make an impression on people.
2004-10-29	Let your style make an impression on people.
2004-11-17	Let your style make an impression on people.
2004-11-28	Let your style make an impression on people.
2004-11-30	Let your style make an impression on people.
2004-12-16	Let your style make an impression on people.
2004-12-21	Let your style make an impression on people.
2004-12-26	Let your style make an impression on people.
2005-01-14	Let your style make an impression on people.
2005-01-20	Let your style make an impression on people.
2005-01-26	Let your style make an impression on people.
2005-02-08	Let your style make an impression on people.
2005-02-15	Let your style make an impression on people.
2005-02-20	Let your style make an impression on people.
2005-03-04	Let your style make an impression on people.
2005-04-08	Let your style make an impression on people.
2005-04-24	Let your style make an impression on people.
2005-05-04	Let your style make an impression on people.
2005-05-11	Let your style make an impression on people.
2005-05-14	Let your style make an impression on people.
2005-06-05	Let your style make an impression on people.
2005-06-09	Let your style make an impression on people.
2005-06-24	Let your style make an impression on people.
2005-06-30	Let your style make an impression on people.
2005-07-08	Let your style make an impression on people.
2005-07-15	Let your style make an impression on people.
2005-07-30	Let your style make an impression on people.
2005-08-12	Let your style make an impression on people.
2005-08-13	Let your style make an impression on people.
2005-08-31	Let your style make an impression on people.
2005-09-02	Let your style make an impression on people.
2005-09-27	Let your style make an impression on people.
2005-09-29	Let your style make an impression on people.
2005-10-01	Let your style make an impression on people.
2005-10-07	Let your style make an impression on people.
2005-10-15	Let your style make an impression on people.
2005-10-22	Let your style make an impression on people.
2005-10-25	Let your style make an impression on people.
2005-11-27	Let your style make an impression on people.
2006-01-28	Let your style make an impression on people.
2006-01-30	Let your style make an impression on people.
2006-02-04	Let your style make an impression on people.
2006-02-16	Let your style make an impression on people.
2006-02-26	Let your style make an impression on people.
2006-03-03	Let your style make an impression on people.
2006-03-12	Let your style make an impression on people.
2006-03-13	Let your style make an impression on people.
2006-03-16	Let your style make an impression on people.
2006-03-19	Let your style make an impression on people.
2006-03-24	Let your style make an impression on people.
2006-04-08	Let your style make an impression on people.
2006-04-13	Let your style make an impression on people.
2006-04-28	Let your style make an impression on people.
2006-05-10	Let your style make an impression on people.
2006-05-16	Let your style make an impression on people.
2006-05-19	Let your style make an impression on people.
2006-05-26	Let your style make an impression on people.
2006-05-31	Let your style make an impression on people.
2006-06-17	Let your style make an impression on people.
2006-08-12	Let your style make an impression on people.
2006-08-14	Let your style make an impression on people.
2006-09-11	Let your style make an impression on people.
2006-09-12	Let your style make an impression on people.
2006-10-03	Let your style make an impression on people.
2006-10-04	Let your style make an impression on people.
2006-10-17	Let your style make an impression on people.
2006-10-25	Let your style make an impression on people.
2006-11-02	Let your style make an impression on people.
2006-11-03	Let your style make an impression on people.
2006-11-04	Let your style make an impression on people.
2006-11-10	Let your style make an impression on people.
2006-11-20	Let your style make an impression on people.
2006-11-21	Let your style make an impression on people.
2006-11-29	Let your style make an impression on people.
2006-12-03	Let your style make an impression on people.
2006-12-08	Let your style make an impression on people.
2006-12-13	Let your style make an impression on people.
2006-12-14	Let your style make an impression on people.
2006-12-17	Let your style make an impression on people.
2006-12-18	Let your style make an impression on people.
2006-12-20	Let your style make an impression on people.
2007-01-07	Let your style make an impression on people.
2007-01-14	Let your style make an impression on people.
2007-02-14	Let your style make an impression on people.
2007-02-17	Let your style make an impression on people.
2007-02-20	Let your style make an impression on people.
2007-03-06	Let your style make an impression on people.
2007-03-07	Let your style make an impression on people.
2007-03-08	Let your style make an impression on people.
2007-03-14	Let your style make an impression on people.
2007-03-15	Let your style make an impression on people.
2007-04-05	Let your style make an impression on people.
2007-04-30	Let your style make an impression on people.
2007-05-06	Let your style make an impression on people.
2007-05-16	Let your style make an impression on people.
2007-05-28	Let your style make an impression on people.
2007-05-30	Let your style make an impression on people.
2007-06-01	Let your style make an impression on people.
2007-06-04	Let your style make an impression on people.
2007-06-07	Let your style make an impression on people.
2007-06-09	Let your style make an impression on people.
2007-06-16	Let your style make an impression on people.
2007-07-06	Let your style make an impression on people.
2007-07-07	Let your style make an impression on people.
2007-07-10	Let your style make an impression on people.
2007-07-29	Let your style make an impression on people.
2007-08-26	Let your style make an impression on people.
2007-08-27	Let your style make an impression on people.
2007-08-31	Let your style make an impression on people.
2007-09-01	Let your style make an impression on people.
2007-09-19	Let your style make an impression on people.
2007-09-30	Let your style make an impression on people.
2007-10-18	Let your style make an impression on people.
2007-10-23	Let your style make an impression on people.
2007-10-24	Let your style make an impression on people.
2007-10-31	Let your style make an impression on people.
2007-12-01	Let your style make an impression on people.
2007-12-07	Let your style make an impression on people.
2008-01-14	Let your style make an impression on people.
2008-01-21	Let your style make an impression on people.
2008-01-30	Let your style make an impression on people.
2008-02-03	Let your style make an impression on people.
2008-02-04	Let your style make an impression on people.
2008-02-18	Let your style make an impression on people.
2008-02-23	Let your style make an impression on people.
2008-03-11	Let your style make an impression on people.
2008-03-26	Let your style make an impression on people.
2008-03-30	Let your style make an impression on people.
2008-04-07	Let your style make an impression on people.
2008-04-08	Let your style make an impression on people.
2008-04-24	Let your style make an impression on people.
2008-05-09	Let your style make an impression on people.
2008-05-12	Let your style make an impression on people.
2008-05-19	Let your style make an impression on people.
2008-05-24	Let your style make an impression on people.
2008-05-25	Let your style make an impression on people.
2008-06-06	Let your style make an impression on people.
2008-06-13	Let your style make an impression on people.
2008-07-29	Let your style make an impression on people.
2008-08-04	Let your style make an impression on people.
2008-08-15	Let your style make an impression on people.
2008-08-22	Let your style make an impression on people.
2008-08-31	Let your style make an impression on people.
2008-09-02	Let your style make an impression on people.
2008-09-12	Let your style make an impression on people.
2008-09-22	Let your style make an impression on people.
2008-10-31	Let your style make an impression on people.
2008-11-03	Let your style make an impression on people.
2008-11-07	Let your style make an impression on people.
2008-11-14	Let your style make an impression on people.
2008-11-15	Let your style make an impression on people.
2008-11-25	Let your style make an impression on people.
2008-11-26	Let your style make an impression on people.
2008-12-10	Let your style make an impression on people.
2008-12-13	Let your style make an impression on people.
2008-12-15	Let your style make an impression on people.
2008-12-23	Let your style make an impression on people.
2009-01-02	Let your style make an impression on people.
2009-01-12	Let your style make an impression on people.
2009-02-08	Let your style make an impression on people.
2009-02-18	Let your style make an impression on people.
2009-02-21	Let your style make an impression on people.
2009-03-05	Let your style make an impression on people.
2009-03-06	Let your style make an impression on people.
2009-03-24	Let your style make an impression on people.
2009-03-28	Let your style make an impression on people.
2009-03-31	Let your style make an impression on people.
2009-04-13	Let your style make an impression on people.
2009-04-21	Let your style make an impression on people.
2009-04-29	Let your style make an impression on people.
2009-05-04	Let your style make an impression on people.
2009-05-12	Let your style make an impression on people.
2009-05-24	Let your style make an impression on people.
2009-06-06	Let your style make an impression on people.
2009-06-17	Let your style make an impression on people.
2009-06-19	Let your style make an impression on people.
2009-06-28	Let your style make an impression on people.
2009-06-30	Let your style make an impression on people.
2009-07-06	Let your style make an impression on people.
2009-07-13	Let your style make an impression on people.
2009-07-16	Let your style make an impression on people.
2009-07-22	Let your style make an impression on people.
2009-08-01	Let your style make an impression on people.
2009-08-02	Let your style make an impression on people.
2009-08-14	Let your style make an impression on people.
2009-08-22	Let your style make an impression on people.
2009-09-06	Let your style make an impression on people.
2009-09-09	Let your style make an impression on people.
2009-09-11	Let your style make an impression on people.
2009-09-16	Let your style make an impression on people.
2009-09-18	Let your style make an impression on people.
2009-10-12	Let your style make an impression on people.
2009-10-28	Let your style make an impression on people.
2009-10-29	Let your style make an impression on people.
2009-11-01	Let your style make an impression on people.
2009-11-13	Let your style make an impression on people.
2010-01-05	Let your style make an impression on people.
2010-01-10	Let your style make an impression on people.
2010-01-16	Let your style make an impression on people.
2010-01-18	Let your style make an impression on people.
2010-01-26	Let your style make an impression on people.
2010-01-29	Let your style make an impression on people.
2010-02-16	Let your style make an impression on people.
2010-02-27	Let your style make an impression on people.
2010-03-02	Let your style make an impression on people.
2010-03-04	Let your style make an impression on people.
2010-04-06	Let your style make an impression on people.
2010-04-14	Let your style make an impression on people.
2010-04-18	Let your style make an impression on people.
2010-04-24	Let your style make an impression on people.
2010-04-29	Let your style make an impression on people.
2010-05-05	Let your style make an impression on people.
2010-05-09	Let your style make an impression on people.
2010-05-15	Let your style make an impression on people.
2010-06-07	Let your style make an impression on people.
2010-06-09	Let your style make an impression on people.
2010-06-16	Let your style make an impression on people.
2010-07-10	Let your style make an impression on people.
2010-07-12	Let your style make an impression on people.
2010-07-16	Let your style make an impression on people.
2010-07-31	Let your style make an impression on people.
2010-08-10	Let your style make an impression on people.
2010-08-11	Let your style make an impression on people.
2010-08-25	Let your style make an impression on people.
2010-09-12	Let your style make an impression on people.
2010-10-04	Let your style make an impression on people.
2010-10-07	Let your style make an impression on people.
2010-10-10	Let your style make an impression on people.
2010-10-22	Let your style make an impression on people.
2010-10-25	Let your style make an impression on people.
2010-11-01	Let your style make an impression on people.
2010-12-15	Let your style make an impression on people.
2010-12-29	Let your style make an impression on people.
2011-01-14	Let your style make an impression on people.
2011-01-31	Let your style make an impression on people.
2011-02-01	Let your style make an impression on people.
2011-02-17	Let your style make an impression on people.
2011-02-24	Let your style make an impression on people.
2011-03-01	Let your style make an impression on people.
2011-03-04	Let your style make an impression on people.
2011-03-11	Let your style make an impression on people.
2011-03-18	Let your style make an impression on people.
2011-03-28	Let your style make an impression on people.
2011-04-14	Let your style make an impression on people.
2011-05-05	Let your style make an impression on people.
2011-05-10	Let your style make an impression on people.
2011-05-11	Let your style make an impression on people.
2011-05-15	Let your style make an impression on people.
2011-05-22	Let your style make an impression on people.
2011-05-25	Let your style make an impression on people.
2011-06-02	Let your style make an impression on people.
2011-07-01	Let your style make an impression on people.
2011-07-04	Let your style make an impression on people.
2011-08-19	Let your style make an impression on people.
2011-08-29	Let your style make an impression on people.
2011-09-11	Let your style make an impression on people.
2011-09-25	Let your style make an impression on people.
2011-10-12	Let your style make an impression on people.
2011-10-16	Let your style make an impression on people.
2011-10-21	Let your style make an impression on people.
2011-11-24	Let your style make an impression on people.
2011-12-06	Let your style make an impression on people.
2011-12-24	Let your style make an impression on people.
2012-01-29	Let your style make an impression on people.
2012-02-10	Let your style make an impression on people.
2012-02-21	Let your style make an impression on people.
2012-02-27	Let your style make an impression on people.
2012-03-12	Let your style make an impression on people.
2012-03-17	Let your style make an impression on people.
2012-03-28	Let your style make an impression on people.
2012-04-03	Let your style make an impression on people.
2012-04-04	Let your style make an impression on people.
2012-04-09	Let your style make an impression on people.
2012-04-11	Let your style make an impression on people.
2012-04-12	Let your style make an impression on people.
2012-04-16	Let your style make an impression on people.
2012-04-19	Let your style make an impression on people.
2012-05-14	Let your style make an impression on people.
2012-05-16	Let your style make an impression on people.
2012-05-20	Let your style make an impression on people.
2012-05-28	Let your style make an impression on people.
2012-05-29	Let your style make an impression on people.
2012-06-02	Let your style make an impression on people.
2012-06-06	Let your style make an impression on people.
2012-06-10	Let your style make an impression on people.
2012-06-19	Let your style make an impression on people.
2012-06-30	Let your style make an impression on people.
2000-01-05	Life is too short for boring furniture.
2000-01-08	Life is too short for boring furniture.
2000-01-17	Life is too short for boring furniture.
2000-02-27	Life is too short for boring furniture.
2000-03-03	Life is too short for boring furniture.
2000-03-15	Life is too short for boring furniture.
2000-03-22	Life is too short for boring furniture.
2000-04-14	Life is too short for boring furniture.
2000-05-05	Life is too short for boring furniture.
2000-05-12	Life is too short for boring furniture.
2000-05-15	Life is too short for boring furniture.
2000-05-17	Life is too short for boring furniture.
2000-05-19	Life is too short for boring furniture.
2000-05-25	Life is too short for boring furniture.
2000-06-01	Life is too short for boring furniture.
2000-06-02	Life is too short for boring furniture.
2000-06-06	Life is too short for boring furniture.
2000-06-08	Life is too short for boring furniture.
2000-06-12	Life is too short for boring furniture.
2000-07-12	Life is too short for boring furniture.
2000-08-24	Life is too short for boring furniture.
2000-09-15	Life is too short for boring furniture.
2000-09-27	Life is too short for boring furniture.
2000-10-02	Life is too short for boring furniture.
2000-10-03	Life is too short for boring furniture.
2000-10-09	Life is too short for boring furniture.
2000-10-14	Life is too short for boring furniture.
2000-10-17	Life is too short for boring furniture.
2000-10-21	Life is too short for boring furniture.
2000-11-01	Life is too short for boring furniture.
2000-11-02	Life is too short for boring furniture.
2000-11-23	Life is too short for boring furniture.
2000-11-27	Life is too short for boring furniture.
2000-12-01	Life is too short for boring furniture.
2000-12-15	Life is too short for boring furniture.
2000-12-19	Life is too short for boring furniture.
2000-12-20	Life is too short for boring furniture.
2000-12-24	Life is too short for boring furniture.
2000-12-25	Life is too short for boring furniture.
2000-12-29	Life is too short for boring furniture.
2001-01-05	Life is too short for boring furniture.
2001-02-22	Life is too short for boring furniture.
2001-02-24	Life is too short for boring furniture.
2001-03-14	Life is too short for boring furniture.
2001-03-23	Life is too short for boring furniture.
2001-03-27	Life is too short for boring furniture.
2001-04-03	Life is too short for boring furniture.
2001-04-13	Life is too short for boring furniture.
2001-04-19	Life is too short for boring furniture.
2001-04-24	Life is too short for boring furniture.
2001-05-10	Life is too short for boring furniture.
2001-05-20	Life is too short for boring furniture.
2001-05-29	Life is too short for boring furniture.
2001-06-10	Life is too short for boring furniture.
2001-06-16	Life is too short for boring furniture.
2001-06-18	Life is too short for boring furniture.
2001-06-28	Life is too short for boring furniture.
2001-07-01	Life is too short for boring furniture.
2001-07-02	Life is too short for boring furniture.
2001-07-09	Life is too short for boring furniture.
2001-07-26	Life is too short for boring furniture.
2001-08-01	Life is too short for boring furniture.
2001-08-12	Life is too short for boring furniture.
2001-08-14	Life is too short for boring furniture.
2001-08-24	Life is too short for boring furniture.
2001-08-31	Life is too short for boring furniture.
2001-09-04	Life is too short for boring furniture.
2001-09-19	Life is too short for boring furniture.
2001-09-28	Life is too short for boring furniture.
2001-09-29	Life is too short for boring furniture.
2001-10-10	Life is too short for boring furniture.
2001-10-16	Life is too short for boring furniture.
2001-10-20	Life is too short for boring furniture.
2001-10-30	Life is too short for boring furniture.
2001-11-02	Life is too short for boring furniture.
2001-11-05	Life is too short for boring furniture.
2001-11-16	Life is too short for boring furniture.
2001-11-19	Life is too short for boring furniture.
2001-12-13	Life is too short for boring furniture.
2001-12-19	Life is too short for boring furniture.
2002-01-11	Life is too short for boring furniture.
2002-02-05	Life is too short for boring furniture.
2002-02-12	Life is too short for boring furniture.
2002-02-25	Life is too short for boring furniture.
2002-04-01	Life is too short for boring furniture.
2002-04-04	Life is too short for boring furniture.
2002-04-05	Life is too short for boring furniture.
2002-04-06	Life is too short for boring furniture.
2002-04-11	Life is too short for boring furniture.
2002-04-24	Life is too short for boring furniture.
2002-04-30	Life is too short for boring furniture.
2002-05-03	Life is too short for boring furniture.
2002-05-09	Life is too short for boring furniture.
2002-05-12	Life is too short for boring furniture.
2002-06-04	Life is too short for boring furniture.
2002-06-11	Life is too short for boring furniture.
2002-06-23	Life is too short for boring furniture.
2002-06-25	Life is too short for boring furniture.
2002-06-27	Life is too short for boring furniture.
2002-07-21	Life is too short for boring furniture.
2002-07-31	Life is too short for boring furniture.
2002-08-01	Life is too short for boring furniture.
2002-08-06	Life is too short for boring furniture.
2002-08-09	Life is too short for boring furniture.
2002-09-03	Life is too short for boring furniture.
2002-09-09	Life is too short for boring furniture.
2002-09-14	Life is too short for boring furniture.
2002-09-20	Life is too short for boring furniture.
2002-09-24	Life is too short for boring furniture.
2002-11-20	Life is too short for boring furniture.
2002-11-24	Life is too short for boring furniture.
2002-12-15	Life is too short for boring furniture.
2002-12-18	Life is too short for boring furniture.
2002-12-20	Life is too short for boring furniture.
2002-12-22	Life is too short for boring furniture.
2002-12-26	Life is too short for boring furniture.
2002-12-31	Life is too short for boring furniture.
2003-01-06	Life is too short for boring furniture.
2003-01-09	Life is too short for boring furniture.
2003-01-19	Life is too short for boring furniture.
2003-01-29	Life is too short for boring furniture.
2003-01-30	Life is too short for boring furniture.
2003-02-10	Life is too short for boring furniture.
2003-02-18	Life is too short for boring furniture.
2003-03-02	Life is too short for boring furniture.
2003-03-24	Life is too short for boring furniture.
2003-03-25	Life is too short for boring furniture.
2003-05-02	Life is too short for boring furniture.
2003-05-05	Life is too short for boring furniture.
2003-06-17	Life is too short for boring furniture.
2003-06-25	Life is too short for boring furniture.
2003-07-03	Life is too short for boring furniture.
2003-07-09	Life is too short for boring furniture.
2003-08-09	Life is too short for boring furniture.
2003-08-14	Life is too short for boring furniture.
2003-08-23	Life is too short for boring furniture.
2003-09-01	Life is too short for boring furniture.
2003-09-09	Life is too short for boring furniture.
2003-09-17	Life is too short for boring furniture.
2003-11-23	Life is too short for boring furniture.
2003-12-04	Life is too short for boring furniture.
2003-12-08	Life is too short for boring furniture.
2003-12-17	Life is too short for boring furniture.
2003-12-19	Life is too short for boring furniture.
2003-12-20	Life is too short for boring furniture.
2004-01-22	Life is too short for boring furniture.
2004-02-08	Life is too short for boring furniture.
2004-02-11	Life is too short for boring furniture.
2004-02-14	Life is too short for boring furniture.
2004-03-07	Life is too short for boring furniture.
2004-03-12	Life is too short for boring furniture.
2004-03-30	Life is too short for boring furniture.
2004-04-16	Life is too short for boring furniture.
2004-04-19	Life is too short for boring furniture.
2004-04-22	Life is too short for boring furniture.
2004-05-04	Life is too short for boring furniture.
2004-05-07	Life is too short for boring furniture.
2004-05-09	Life is too short for boring furniture.
2004-05-14	Life is too short for boring furniture.
2004-06-14	Life is too short for boring furniture.
2004-06-15	Life is too short for boring furniture.
2004-06-23	Life is too short for boring furniture.
2004-06-30	Life is too short for boring furniture.
2004-07-02	Life is too short for boring furniture.
2004-07-06	Life is too short for boring furniture.
2004-07-30	Life is too short for boring furniture.
2004-08-14	Life is too short for boring furniture.
2004-08-17	Life is too short for boring furniture.
2004-08-25	Life is too short for boring furniture.
2004-08-30	Life is too short for boring furniture.
2004-09-11	Life is too short for boring furniture.
2004-09-18	Life is too short for boring furniture.
2004-09-25	Life is too short for boring furniture.
2004-10-07	Life is too short for boring furniture.
2004-10-15	Life is too short for boring furniture.
2004-10-29	Life is too short for boring furniture.
2004-11-03	Life is too short for boring furniture.
2004-11-13	Life is too short for boring furniture.
2004-11-19	Life is too short for boring furniture.
2004-12-21	Life is too short for boring furniture.
2004-12-28	Life is too short for boring furniture.
2004-12-31	Life is too short for boring furniture.
2005-01-01	Life is too short for boring furniture.
2005-01-04	Life is too short for boring furniture.
2005-01-14	Life is too short for boring furniture.
2005-01-19	Life is too short for boring furniture.
2005-02-04	Life is too short for boring furniture.
2005-02-15	Life is too short for boring furniture.
2005-03-19	Life is too short for boring furniture.
2005-04-02	Life is too short for boring furniture.
2005-04-03	Life is too short for boring furniture.
2005-04-04	Life is too short for boring furniture.
2005-04-05	Life is too short for boring furniture.
2005-05-12	Life is too short for boring furniture.
2005-05-14	Life is too short for boring furniture.
2005-05-18	Life is too short for boring furniture.
2005-05-22	Life is too short for boring furniture.
2005-05-24	Life is too short for boring furniture.
2005-06-16	Life is too short for boring furniture.
2005-06-19	Life is too short for boring furniture.
2005-06-23	Life is too short for boring furniture.
2005-07-03	Life is too short for boring furniture.
2005-07-13	Life is too short for boring furniture.
2005-07-21	Life is too short for boring furniture.
2005-07-22	Life is too short for boring furniture.
2005-08-01	Life is too short for boring furniture.
2005-08-23	Life is too short for boring furniture.
2005-09-12	Life is too short for boring furniture.
2005-09-18	Life is too short for boring furniture.
2005-09-22	Life is too short for boring furniture.
2005-10-02	Life is too short for boring furniture.
2005-10-09	Life is too short for boring furniture.
2005-10-16	Life is too short for boring furniture.
2005-10-23	Life is too short for boring furniture.
2005-10-24	Life is too short for boring furniture.
2005-11-02	Life is too short for boring furniture.
2005-11-19	Life is too short for boring furniture.
2005-12-07	Life is too short for boring furniture.
2005-12-14	Life is too short for boring furniture.
2005-12-20	Life is too short for boring furniture.
2005-12-25	Life is too short for boring furniture.
2006-01-04	Life is too short for boring furniture.
2006-01-14	Life is too short for boring furniture.
2006-01-25	Life is too short for boring furniture.
2006-02-06	Life is too short for boring furniture.
2006-02-18	Life is too short for boring furniture.
2006-02-23	Life is too short for boring furniture.
2006-03-15	Life is too short for boring furniture.
2006-03-24	Life is too short for boring furniture.
2006-03-31	Life is too short for boring furniture.
2006-04-05	Life is too short for boring furniture.
2006-04-17	Life is too short for boring furniture.
2006-05-01	Life is too short for boring furniture.
2006-05-15	Life is too short for boring furniture.
2006-05-30	Life is too short for boring furniture.
2006-06-04	Life is too short for boring furniture.
2006-06-08	Life is too short for boring furniture.
2006-06-27	Life is too short for boring furniture.
2006-07-03	Life is too short for boring furniture.
2006-07-19	Life is too short for boring furniture.
2006-07-24	Life is too short for boring furniture.
2006-07-31	Life is too short for boring furniture.
2006-08-05	Life is too short for boring furniture.
2006-08-25	Life is too short for boring furniture.
2006-08-31	Life is too short for boring furniture.
2006-09-13	Life is too short for boring furniture.
2006-09-14	Life is too short for boring furniture.
2006-09-28	Life is too short for boring furniture.
2006-10-06	Life is too short for boring furniture.
2006-10-17	Life is too short for boring furniture.
2006-10-20	Life is too short for boring furniture.
2006-11-08	Life is too short for boring furniture.
2006-11-16	Life is too short for boring furniture.
2006-11-20	Life is too short for boring furniture.
2006-11-21	Life is too short for boring furniture.
2006-11-26	Life is too short for boring furniture.
2006-12-21	Life is too short for boring furniture.
2007-01-04	Life is too short for boring furniture.
2007-01-16	Life is too short for boring furniture.
2007-01-20	Life is too short for boring furniture.
2007-01-21	Life is too short for boring furniture.
2007-01-22	Life is too short for boring furniture.
2007-02-12	Life is too short for boring furniture.
2007-02-20	Life is too short for boring furniture.
2007-03-05	Life is too short for boring furniture.
2007-03-14	Life is too short for boring furniture.
2007-03-25	Life is too short for boring furniture.
2007-04-13	Life is too short for boring furniture.
2007-04-30	Life is too short for boring furniture.
2007-06-01	Life is too short for boring furniture.
2007-06-03	Life is too short for boring furniture.
2007-06-05	Life is too short for boring furniture.
2007-06-16	Life is too short for boring furniture.
2007-06-18	Life is too short for boring furniture.
2007-07-10	Life is too short for boring furniture.
