storeid	phone	address	cityname	state	restaurant	snackbar	childcare_time
802	(805) 070-2821	97 Nobel Parkway	Riverside	RI	1	1	60
803	(804) 054-8718	252 Rocky Old Boulevard	Albuquerque	OR	1	1	
804	(786) 705-1692	35 East Green Second Way	Boston	NV	1	0	30
805	(307) 874-3666	41 Green Second Avenue	Little Rock	VA	1	1	30
806	(278) 432-1432	596 Milton Way	Lubbock	PA	1	1	
807	(971) 498-0505	403 Old Avenue	Fresno	UT	0	1	30
808	(401) 880-7887	951 East Rocky Clarendon Road	Mobile	RI	0	1	30
809	(922) 692-4712	13 Hague Way	Richmond	ND	1	1	45
810	631-068-2241	11 North Rocky Old Way	Las Vegas	NH	1	1	45
811	(030) 888-3483	72 West Green Old Blvd.	Aurora	WA	1	1	30
812	(539) 057-6065	77 Old Avenue	Tucson	NJ	1	0	
813	(091) 465-7430	611 Green Clarendon Avenue	Baton Rouge	DE	1	1	30
814	979-196-3819	761 White Fabien Boulevard	Yonkers	LA	1	0	30
815	690-708-3387	54 Fabien St.	Las Vegas	ME	1	1	45
816	(641) 895-1931	91 Rocky Clarendon Road	Lincoln	AR	1	1	30
817	(524) 904-4026	707 Cowley Boulevard	Oklahoma	ND	1	1	
818	359-612-6007	283 Rocky Milton Blvd.	Louisville	PA	0	1	
819	(800) 868-8382	97 Green Fabien St.	Madison	IA	1	1	30
820	917-905-0949	149 First Parkway	Raleigh	NJ	1	0	60
821	534-079-0672	469 West Hague Drive	Minneapolis	NJ	1	0	60
822	765-149-3879	22 Oak Road	Colorado	MD	1	1	45
823	""	69 New Drive	Fort Wayne	AZ	1	0	
824	(001) 724-8622	73 White Oak Way	Newark	DE	1	1	30
825	014-428-3174	12 White Fabien Drive	Charlotte	CA	1	1	60
826	063-553-5853	34 North Nobel Road	Charlotte	CA	1	1	45
827	781-634-4048	64 Milton Drive	San Antonio	MS	1	1	60
828	701-444-3272	14 Cowley Blvd.	Jersey	NC	1	0	
829	(652) 466-0883	926 Fabien Way	Omaha	AZ	1	0	30
830	125-062-7194	762 White First Street	Anchorage	MT	0	1	45
831	581-135-8349	32 Green Old Boulevard	Houston	NJ	1	1	
832	(025) 760-6026	352 North Fabien Way	Long Beach	TN	1	1	60
833	801-809-7422	54 Green First Road	Birmingham	TX	1	1	30
834	(311) 595-6761	735 Green Fabien Road	Kansas	MI	0	1	60
835	200-450-2400	353 Rocky Nobel Avenue	Nashville	IN	1	1	30
836	(408) 377-8108	801 East Second Street	Lincoln	TX	1	0	
837	433-559-3777	36 Milton Blvd.	Garland	SD	1	0	30
838	(979) 669-9178	46 Rocky Nobel Parkway	Austin	TX	1	1	
839	183-963-0358	270 East Cowley Parkway	Rochester	OR	0	1	
840	717-315-2529	771 North White Clarendon Avenue	Corpus Christi	LA	1	0	
841	(429) 814-3186	31 East Rocky Nobel Road	Houston	OR	1	1	30
842	(660) 617-3245	376 East Clarendon Blvd.	Santa Ana	LA	1	1	
843	(683) 243-3808	629 Green Nobel Parkway	Baton Rouge	AZ	1	0	30
844	(757) 945-5431	75 First Freeway	Hialeah	KS	0	1	30
845	(872) 947-8848	96 Oak Parkway	New York	TX	1	1	30
846	217-850-5767	922 Rocky New Street	Little Rock	AR	1	0	45
847	386-270-5788	587 New Avenue	Buffalo	AL	1	0	30
848	(682) 773-6436	136 West First Street	San Jose	AL	1	1	30
849	245-961-1350	673 Rocky Second Street	Lubbock	PA	1	1	60
850	509-081-4507	619 Rocky Hague Drive	Riverside	WY	1	1	
851	227-104-2797	759 Green New Drive	Long Beach	MI	0	0	45
852	(695) 977-5457	22 White Cowley Avenue	Virginia Beach	CO	0	1	30
853	900-917-6987	47 Green Fabien Road	Mesa	ND	1	1	30
854	(829) 849-0370	208 West Cowley Boulevard	Montgomery	KY	1	1	30
855	(631) 281-6788	664 Second Freeway	Louisville	ID	1	1	30
856	(368) 528-4183	34 White New Freeway	San Francisco	NE	1	1	
857	073-913-7453	498 White New Drive	Lubbock	ID	1	0	60
858	(514) 422-5540	264 North Nobel Blvd.	Baton Rouge	DE	1	1	30
859	995-261-4998	216 East New Freeway	Riverside	NC	1	1	30
860	(837) 827-6793	797 West Green New St.	Columbus	ID	1	1	45
861	(283) 303-8606	439 West Clarendon Parkway	Toledo	KY	0	1	30
862	(751) 815-8215	88 Hague Road	Oklahoma	AK	1	1	45
863	289-456-5043	22 White New Way	Baton Rouge	GA	1	1	60
864	401-704-6350	643 West Fabien Way	Toledo	SD	1	1	60
865	(917) 465-7129	60 Green Cowley Avenue	Atlanta	TX	1	0	45
866	(910) 556-0974	184 Hague Blvd.	Colorado	MD	1	1	45
867	(153) 566-2699	19 First Freeway	Mobile	OH	1	1	60
868	(309) 032-3054	343 Old Drive	Fort Wayne	AZ	1	1	60
869	(170) 448-8843	667 Milton Drive	Tulsa	HI	1	1	30
870	(845) 023-0049	27 South First Drive	Madison	SD	1	1	30
871	238-343-5950	125 East Rocky Cowley Road	Des Moines	OH	1	1	30
872	103-867-4941	25 Rocky Cowley Drive	Shreveport	WY	1	1	30
873	""	870 Oak Street	Colorado	DE	0	0	30
874	705-519-9400	912 Nobel St.	Akron	RI	0	1	60
875	(859) 618-6702	17 Green Second Way	Glendale	CT	0	0	45
876	895-527-4044	832 South Green Second Way	Cleveland	OK	1	0	60
877	(196) 530-0347	619 East Green Cowley Drive	Louisville	AK	1	0	60
878	(384) 266-8849	964 Green Fabien St.	Indianapolis	NE	0	1	
879	085-817-0175	718 East Fabien Parkway	Santa Ana	UT	1	1	45
880	(826) 081-5116	466 Fabien Way	Buffalo	IA	1	1	30
881	(173) 768-8290	611 Milton St.	Bakersfield	CA	1	0	30
882	(736) 361-1787	40 Green Nobel Freeway	Akron	MO	1	1	45
883	(240) 066-7185	72 Green New Parkway	Las Vegas	AL	0	1	45
884	(448) 848-5533	998 Clarendon Blvd.	St. Louis	RI	1	1	45
885	667-449-2793	14 North Oak Parkway	Glendale	CT	1	1	60
886	(548) 541-8898	13 South Green First Way	Columbus	IL	1	0	45
887	858-706-4816	94 Clarendon Road	Corpus Christi	NE	1	1	
888	210-337-7675	102 North White First Way	Bakersfield	CA	0	1	30
889	(880) 895-9260	126 Green Oak Street	Arlington	WA	1	1	30
890	095-615-7441	111 South Rocky Cowley Boulevard	Madison	SD	1	0	30
891	(819) 783-7588	70 Oak Street	Austin	VT	1	0	30
892	188-529-0882	69 Rocky Cowley Drive	St. Louis	NC	1	0	30
893	(151) 668-3420	719 New Road	Riverside	WY	1	0	
894	(201) 695-6169	10 Hague Parkway	Oklahoma	NM	1	0	60
895	103-524-4128	52 Green First Blvd.	Phoenix	WI	1	1	30
896	530-145-7163	45 Green Old Freeway	El Paso	MO	1	0	60
897	990-775-0859	80 White Second St.	San Francisco	NE	1	1	60
898	(594) 213-1184	12 Green Oak Way	Boston	CO	0	1	60
899	218-622-0619	738 Green First Avenue	Columbus	IL	1	1	45
900	329-344-6904	383 Cowley Road	Miami	NY	1	0	30
901	897-240-9328	76 White Nobel Drive	Greensboro	OH	1	0	60
902	985-319-1510	71 South Rocky Milton Drive	Jersey	NC	1	1	30
903	590-366-8863	709 White Hague Boulevard	Kansas	MI	0	0	30
904	(260) 648-3716	185 Green Nobel Blvd.	Seattle	ND	1	0	45
905	820-853-2952	65 White Fabien Street	Toledo	KY	0	1	
906	""	58 Clarendon Street	Garland	IA	1	1	45
907	(976) 955-5741	815 East Rocky Fabien Drive	Arlington	WA	1	1	45
908	631-963-7456	238 Green New Freeway	Minneapolis	OR	1	1	30
909	(309) 009-1160	46 South Green New Boulevard	Birmingham	TX	1	1	30
910	(637) 873-8727	24 Fabien Boulevard	Jackson	MD	1	0	45
911	(913) 420-8015	569 North Fabien Street	Corpus Christi	LA	1	1	30
912	290-299-7983	97 Rocky Fabien Freeway	Indianapolis	NE	1	1	
913	211-666-8351	457 West Rocky Milton Boulevard	Miami	WA	1	1	
914	(475) 037-7345	403 Green First Road	Glendale	CT	1	0	30
915	(444) 363-9790	568 Clarendon Way	Omaha	MD	1	0	60
916	(162) 689-4526	856 Hague Road	Santa Ana	UT	1	1	45
917	378-225-9376	751 Milton Road	Honolulu	GA	1	1	
918	874-946-1384	68 Cowley Boulevard	Madison	SD	1	1	30
919	(999) 993-9781	242 South Oak Way	Madison	SC	1	0	
920	782-122-0262	689 White Oak Boulevard	Sacramento	WA	1	1	45
921	643-714-4067	97 Milton Road	Indianapolis	MS	0	1	60
922	(861) 793-1732	66 White Clarendon Way	Aurora	NY	1	1	45
923	(871) 305-4035	707 North White New St.	Des Moines	RI	1	1	60
924	(424) 758-1756	144 White Old Blvd.	Santa Ana	LA	1	0	45
925	364-011-9944	329 Green Oak Boulevard	Boston	CO	1	1	30
926	(115) 767-2045	116 Nobel Way	Mesa	AK	0	1	45
927	631-001-6841	469 Hague Street	Oakland	ME	1	1	60
928	348-443-1292	26 West Rocky Oak Parkway	Spokane	NJ	1	1	60
929	339-571-8830	27 Nobel Drive	Yonkers	LA	0	1	45
930	(467) 005-1101	36 Old Street	Nashville	LA	1	1	
931	(186) 465-8058	274 Green Old St.	Detroit	MN	1	0	45
932	609-194-5426	910 East Fabien Avenue	Fremont	PA	0	1	30
933	284-653-2566	25 Old Boulevard	Baltimore	NC	0	0	45
934	879-482-1600	23 Rocky Second Street	Miami	WA	1	0	60
935	(315) 700-5110	420 North Hague Freeway	Seattle	NM	1	1	60
936	(838) 126-5921	12 Cowley Blvd.	Baltimore	NC	0	1	
937	(684) 366-0897	69 East White First Drive	Lubbock	ID	1	1	45
938	(181) 353-7599	922 White Nobel Avenue	Austin	TX	1	0	
939	(665) 793-6567	54 Fabien Drive	Raleigh	TN	1	1	45
940	(394) 986-7876	181 Cowley Boulevard	Virginia Beach	CO	0	1	45
941	086-613-3302	102 Green Clarendon St.	Riverside	RI	1	1	
942	(156) 554-0592	26 New Drive	Norfolk	MT	1	1	
943	868-256-8218	19 Hague Way	St. Louis	RI	0	0	60
944	(603) 325-1001	17 Fabien Blvd.	New York	TX	0	0	60
945	(815) 335-5898	103 White Hague Freeway	Grand Rapids	MO	1	1	60
946	744-150-1185	938 South Fabien St.	Rochester	NV	1	1	
947	(480) 239-6740	770 West White Milton Blvd.	Dayton	OK	1	1	60
948	(557) 524-5308	86 Second Blvd.	Nashville	IN	1	1	45
949	(035) 091-8763	250 Rocky Nobel Parkway	Garland	SD	1	0	45
950	(772) 004-3391	640 Rocky Old Blvd.	St. Louis	WY	0	1	60
951	(271) 116-2604	49 East Green Cowley Way	Madison	SD	1	1	30
952	698-840-0971	792 Oak Avenue	San Francisco	MD	0	1	
953	(918) 744-6222	251 Cowley Parkway	Tulsa	HI	1	1	60
954	(460) 159-5836	867 Fabien Freeway	Norfolk	MT	1	1	45
955	616-723-7173	59 Green Milton Avenue	San Francisco	MS	1	0	30
956	(358) 063-9198	945 East Fabien Parkway	Dallas	WI	1	1	60
957	505-815-5341	822 Fabien Parkway	San Jose	IA	1	1	60
958	(889) 030-9669	187 Old Road	Arlington	WA	0	1	
959	159-675-6652	987 Green Old St.	Newark	GA	0	1	60
960	(951) 606-2171	327 Rocky First Blvd.	Fort Worth	UT	1	0	60
961	184-143-4542	714 Clarendon Drive	Norfolk	MT	0	0	
962	222-329-5739	43 Fabien Blvd.	Glendale	WI	1	0	60
963	370-205-1716	15 White Fabien Avenue	Denver	NV	1	1	45
964	(154) 248-9982	168 North White Second Road	Cincinnati	WV	1	1	45
965	374-826-5907	774 East White Second Road	Dayton	IL	0	1	45
966	046-802-2060	146 Green First Street	Tulsa	NM	1	0	
967	(706) 484-3972	604 East New St.	Oakland	ME	1	0	60
968	(042) 748-3135	837 East First Road	Richmond	ND	0	0	30
969	(435) 928-3028	38 Rocky Hague Way	Rochester	NV	1	1	45
970	169-779-7037	769 West Green First Blvd.	Akron	MO	1	0	45
971	746-319-4929	912 Nobel Avenue	Hialeah	NM	1	1	60
972	023-514-1776	89 Hague Drive	Montgomery	VA	1	0	
973	(644) 757-4347	45 Rocky First Road	Denver	WV	1	1	45
974	104-138-7323	689 Milton Blvd.	Baltimore	NC	1	1	60
975	291-743-4920	614 West Old St.	Santa Ana	UT	1	0	45
976	804-525-2051	645 Second Freeway	Pittsburgh	CO	1	1	60
977	619-775-1702	44 Rocky Hague Road	Toledo	SC	1	1	45
978	544-457-8485	244 Milton Road	New Orleans	IN	1	1	30
979	(611) 623-0830	23 Hague Avenue	Nashville	LA	1	0	30
980	876-436-5461	10 South Rocky Fabien Way	Fort Worth	MA	1	0	
981	(245) 248-6455	96 Clarendon Way	Spokane	TN	1	1	60
982	457-948-7511	92 Hague Blvd.	Grand Rapids	MO	1	0	30
983	569-941-3181	714 Green Nobel Street	Lincoln	MN	1	1	60
984	(027) 433-6228	85 Green First Boulevard	Jackson	AZ	0	0	
985	(600) 905-5054	32 Green First Drive	Miami	NY	1	1	60
986	(265) 000-7161	703 Rocky Fabien Road	Dallas	OK	1	1	30
987	(062) 308-1622	11 Rocky Milton Way	Boston	CO	1	0	60
988	(663) 347-6479	770 Fabien Boulevard	San Francisco	MD	0	0	
989	(284) 698-8400	36 East Oak Parkway	Mesa	AK	0	1	30
990	(585) 788-7579	41 Rocky First Avenue	Akron	OH	0	1	60
991	973-071-2463	37 Rocky Cowley Avenue	Jersey	VT	0	1	60
992	(899) 485-9921	568 South Nobel St.	Garland	SD	1	1	45
993	(180) 188-1793	16 White Old Freeway	Virginia Beach	CO	1	1	
994	601-602-5459	721 Old Boulevard	St. Paul	GA	1	1	60
995	(831) 501-4013	35 Oak St.	Dallas	OK	0	1	
996	823-121-8741	84 Milton Avenue	Portland	NE	1	0	30
997	250-361-5077	37 Green Fabien Boulevard	Houston	OR	1	1	
998	(603) 040-1482	174 Green First Drive	Grand Rapids	FL	1	1	30
999	434-180-9993	30 Old St.	Shreveport	TX	1	0	30
1000	633-082-4204	60 New Road	Anchorage	FL	1	1	45
